cond,totflux_AOXon,totflux_AOXoff,pFBA_cost_increase_%,ATPsynth_on,ATPsynth_off,top_increases
15_0,77.6044179683736,77.6044179683736,0.0,4.4585641799687314,4.4585641799687314,"r_0001(+0.0), r_0002(+0.0), r_0003(+0.0)"
15_2,60.03637384255883,60.33585563404037,0.49883391070038624,1.9534425622834932,2.1439184560660083,"r_0438(+0.5), r_0659(+0.3), r_2305(+0.3)"
21_0,112.86608388412765,112.86608388408472,-3.8037106114800386e-11,7.0019604982004875,7.001960498199721,"r_3665(+0.0), r_2332(+0.0), r_3813(+0.0)"
21_2,105.21895944100736,106.98117360734145,1.6748066847421186,2.5493559795778604,3.38386747454832,"r_0438(+1.7), r_0226(+0.8), r_0439(+0.7)"
27_0,128.3749131772016,128.3830416622503,0.006331832947361597,5.056662881788288,5.056662881481101,"r_1112(+0.3), r_0303(+0.3), r_2305(+0.3)"
27_2,150.4276756212802,157.0462846429732,4.399861258480221,1.093419563361624,3.4222097278445758,"r_0438(+4.1), r_0226(+2.3), r_4330(+2.2)"
