cond,AOX_flux,AOX_share,AOX_share_min,AOX_share_max,sucrose
15_0,0.0,0.0,0.0,0.0,0.40301187472469485
15_2,0.6962478379426029,0.13912653064259714,0.1391265306431172,0.1391265306431172,0.2691736834861554
21_0,0.0,0.0,0.0,0.0,0.4479905252336676
21_2,2.316067558784718,0.24541642096758953,0.24541642096689154,0.24541642096689154,0.48292043976375515
27_0,0.3861433105726632,0.03849832055671445,0.03849832055711586,0.03849832055711586,0.5643309092568485
27_2,6.509243724778606,0.421649264339097,0.42164926433908617,0.42164926433908617,0.7230120609221883
