T_C,EC50_obs,EC50_pred_LOTO,Ea_train,log10_err,temperature,EC50_lower,EC50_upper,within_CI
15,1.1216198870402725,3.811999872310734,1.7774903059684778e-17,0.5313071764081997,15,0.6908422658478801,1.7012224093747697,False
18,3.41986346317084,1.2763896377197423,0.5809410275888567,-0.4280254976036222,18,1.7945517568329683,7.122087610941652,False
21,2.042922082464762,1.5128918952348038,0.4726557761425719,-0.1304439065421229,21,1.2847194415949346,3.610614081157999,True
24,1.40364567911142,1.687812267043628,0.499195540390794,0.080066645916568,24,0.9858890186571266,2.017046292687974,True
26,1.8480735387139289,2.37941788864948,0.511478107463139,0.1097514736073959,26,1.131172026441782,3.3622476881686323,True
27,4.997360186623364,2.7738925712771043,0.3828340138361386,-0.2556510150242564,27,3.1992725977371625,11.167306540427406,False
28,2.659228726638492,3.821759233108133,0.4776409664671456,0.1575076298283499,28,1.6442390303458323,4.589464782410243,True
