T,mu_ctrl_pred,mu_drug_pred,pred_retention,hill_input,measured_retention
15,0.07600634946023448,0.03279269857381138,0.43144683051733845,0.43144683051734334,0.44000253374727605
21,0.052281154564670564,0.026346365689810025,0.5039361871249455,0.5039361871249445,0.4589536051733444
27,0.050128756818176294,0.03632111283962771,0.7245564251946093,0.8588696781351052,0.5449104666958212
