temp_C,growth
5.0,0.07023109834082338
6.0,0.07912138583376947
7.0,0.08849193072133829
8.0,0.09826693159661
9.0,0.10835591973564276
10.0,0.11865499519706002
11.0,0.12904857488201688
12.0,0.13941161248395098
13.0,0.1496122277269365
14.0,0.15951466222689722
15.0,0.16898284039823372
16.0,0.17788329769096314
17.0,0.18608952263671716
18.0,0.1934807197723018
19.0,0.19995000834462612
20.0,0.20540513928667167
21.0,0.20977079516099353
22.0,0.21299000007825586
23.0,0.21506965422581706
24.0,0.21602454079245453
25.0,0.21578846850301625
26.0,0.21437523830007005
27.0,0.2118220978254805
28.0,0.20818488530135437
29.0,0.20353266287573155
30.0,0.1979493163725987
31.0,0.19149817836388594
32.0,0.18418903774002593
33.0,0.17584566165337343
34.0,0.16540517060001256
35.0,0.1457524592953065
36.0,0.05568245877774472
37.0,0.0008829441435273306
38.0,1.5325193186582443e-05
39.0,8.262832077783358e-06
40.0,6.3407821996028145e-06
41.0,4.227751931420425e-06
42.0,2.4073649615450427e-06
43.0,1.2879077560696735e-06
44.0,0.0
45.0,0.0
