T,Vmax,mu0,EC50_GEM,EC50_obs
15,0.0019886533123306786,0.0368758887946687,1.9327981708098916,1.1216198870402725
21,0.002930551994538288,0.0522811542244703,2.0490828239570305,2.042922082464762
27,0.004252139816951015,0.0391642222744127,4.910524268212805,4.997360186623364
