temp_C,growth
5.0,0.10626218511804184
6.0,0.11666961519859374
7.0,0.1271975701183635
8.0,0.1377173896689953
9.0,0.14809268312846025
10.0,0.15818244187406866
11.0,0.16784461572005882
12.0,0.1769398822363808
13.0,0.18533527550423257
14.0,0.1929044661780676
15.0,0.19953461660852417
16.0,0.20512845700142662
17.0,0.20960644800680298
18.0,0.2129084010115031
19.0,0.2150358015104478
20.0,0.21601216165934925
21.0,0.21576520620888265
22.0,0.21430996679534633
23.0,0.2116862727648653
24.0,0.2079545401674434
25.0,0.20319294466130222
26.0,0.19749763084466115
27.0,0.19096530786773472
28.0,0.18369358535736094
29.0,0.17579304847201313
30.0,0.16737239513211616
31.0,0.1585263485907795
32.0,0.14930317060594853
33.0,0.1395911322273932
34.0,0.12858656047827074
35.0,0.11084785746827636
36.0,0.04091520474428435
37.0,0.000627447847998935
38.0,1.5143952362127229e-05
39.0,7.972332910180427e-06
40.0,6.067792732988715e-06
41.0,3.7863177906385667e-06
42.0,1.93968295981491e-06
43.0,1.2147555455301746e-06
44.0,0.0
45.0,0.0
