cond,protein_AOXon,protein_AOXoff,extra_protein_pct
15_0,0.025253470051849688,0.025253470233638838,7.198581000256476e-07
15_2,0.019295107479696056,0.019295107604442814,6.465201512536668e-07
21_0,0.03674872251022325,0.036748722510222834,-1.13292001951527e-12
21_2,0.03391542515435246,0.03391542515435258,3.478098706696725e-13
27_0,0.041275604443640916,0.04127560444364089,-6.724450432585984e-14
27_2,0.04924963859048901,0.04937301814233131,0.2505186949049565
