cond,mu_fixed,O2_fixed,sucrose_uptake,CO2_out,AOX_flux,cytOX_flux,AOX_share_of_O2,model_CUE,measured_CUE,NGAM,AOX_vst
15_0,0.0368758887946687,1.7387679085804224,0.2827513272729547,1.877171104131634,0.0,5.010378838140991,0.0,0.4397935248995514,0.4587413000529323,0.7,9.318725304465271
15_2,0.016225484503837,2.50221088216164,0.26917368348615306,2.5631086388828535,1.1583794282819966,2.106645054538902,0.23147118345222803,0.20190509127176137,0.2058076581267331,0.7,11.9567275909644
21_0,0.0522811542244703,3.030557804037596,0.4479903509631637,3.226780296519406,0.0,6.7012464627724295,0.0,0.3930186658012326,0.4080813177290716,0.7,9.172064680589138
21_2,0.0239946242139442,4.718648307340822,0.48292035978170894,4.808705327681447,3.26423149948432,2.0496108882633695,0.3458862884955995,0.1662570380856181,0.1688941971026034,0.7,12.611686362133714
27_0,0.0391642222744127,5.015066956022273,0.5643307787096582,5.162058762626235,2.2833064578349584,4.061090619423869,0.22764466335719424,0.2326578406341805,0.2378550672210793,0.7,11.255004713404455
27_2,0.0213409946373291,7.718789376973476,0.7230119897855074,7.7988867509102695,7.291398496762213,0.09058276921063337,0.4723149020307352,0.09857641708668237,0.0994975599889065,0.7,12.933760445172457
