"File","Time","T","Dose","Replicate","Oxygen"
"sham_15_Oxygen.csv",1988.72,15,"0.025","R3",12.47
"sham_15_Oxygen.csv",1989.72,15,"0.025","R3",12.49
"sham_15_Oxygen.csv",1990.72,15,"0.025","R3",12.49
"sham_15_Oxygen.csv",1991.72,15,"0.025","R3",12.47
"sham_15_Oxygen.csv",1992.72,15,"0.025","R3",12.47
"sham_15_Oxygen.csv",1993.73,15,"0.025","R3",12.46
"sham_15_Oxygen.csv",1994.73,15,"0.025","R3",12.49
"sham_15_Oxygen.csv",1995.73,15,"0.025","R3",12.47
"sham_15_Oxygen.csv",1996.73,15,"0.025","R3",12.49
"sham_15_Oxygen.csv",1997.73,15,"0.025","R3",12.47
"sham_15_Oxygen.csv",1998.73,15,"0.025","R3",12.49
"sham_15_Oxygen.csv",1999.73,15,"0.025","R3",12.47
"sham_15_Oxygen.csv",2000.73,15,"0.025","R3",12.49
"sham_15_Oxygen.csv",2001.73,15,"0.025","R3",12.46
"sham_15_Oxygen.csv",2002.73,15,"0.025","R3",12.46
"sham_15_Oxygen.csv",2003.73,15,"0.025","R3",12.47
"sham_15_Oxygen.csv",2004.73,15,"0.025","R3",12.47
"sham_15_Oxygen.csv",2005.73,15,"0.025","R3",12.47
"sham_15_Oxygen.csv",2006.73,15,"0.025","R3",12.46
"sham_15_Oxygen.csv",2007.75,15,"0.025","R3",12.46
"sham_15_Oxygen.csv",2008.75,15,"0.025","R3",12.44
"sham_15_Oxygen.csv",2009.75,15,"0.025","R3",12.46
"sham_15_Oxygen.csv",2010.75,15,"0.025","R3",12.46
"sham_15_Oxygen.csv",2011.75,15,"0.025","R3",12.46
"sham_15_Oxygen.csv",2012.75,15,"0.025","R3",12.46
"sham_15_Oxygen.csv",2013.75,15,"0.025","R3",12.47
"sham_15_Oxygen.csv",2014.77,15,"0.025","R3",12.46
"sham_15_Oxygen.csv",2015.77,15,"0.025","R3",12.44
"sham_15_Oxygen.csv",2016.77,15,"0.025","R3",12.46
"sham_15_Oxygen.csv",2017.77,15,"0.025","R3",12.46
"sham_15_Oxygen.csv",2018.77,15,"0.025","R3",12.46
"sham_15_Oxygen.csv",2019.77,15,"0.025","R3",12.44
"sham_15_Oxygen.csv",2020.77,15,"0.025","R3",12.46
"sham_15_Oxygen.csv",2021.78,15,"0.025","R3",12.44
"sham_15_Oxygen.csv",2022.78,15,"0.025","R3",12.46
"sham_15_Oxygen.csv",2023.78,15,"0.025","R3",12.42
"sham_15_Oxygen.csv",2024.78,15,"0.025","R3",12.4
"sham_15_Oxygen.csv",2025.78,15,"0.025","R3",12.44
"sham_15_Oxygen.csv",2026.78,15,"0.025","R3",12.44
"sham_15_Oxygen.csv",2027.8,15,"0.025","R3",12.44
"sham_15_Oxygen.csv",2028.8,15,"0.025","R3",12.44
"sham_15_Oxygen.csv",2029.8,15,"0.025","R3",12.42
"sham_15_Oxygen.csv",2030.8,15,"0.025","R3",12.42
"sham_15_Oxygen.csv",2031.8,15,"0.025","R3",12.42
"sham_15_Oxygen.csv",2032.8,15,"0.025","R3",12.42
"sham_15_Oxygen.csv",2033.8,15,"0.025","R3",12.42
"sham_15_Oxygen.csv",2034.8,15,"0.025","R3",12.44
"sham_15_Oxygen.csv",2035.8,15,"0.025","R3",12.44
"sham_15_Oxygen.csv",2036.82,15,"0.025","R3",12.39
"sham_15_Oxygen.csv",2037.82,15,"0.025","R3",12.4
"sham_15_Oxygen.csv",2038.82,15,"0.025","R3",12.44
"sham_15_Oxygen.csv",2039.82,15,"0.025","R3",12.42
"sham_15_Oxygen.csv",2040.82,15,"0.025","R3",12.44
"sham_15_Oxygen.csv",2041.82,15,"0.025","R3",12.44
"sham_15_Oxygen.csv",2042.82,15,"0.025","R3",12.4
"sham_15_Oxygen.csv",2043.82,15,"0.025","R3",12.42
"sham_15_Oxygen.csv",2044.82,15,"0.025","R3",12.4
"sham_15_Oxygen.csv",2045.82,15,"0.025","R3",12.4
"sham_15_Oxygen.csv",2046.82,15,"0.025","R3",12.4
"sham_15_Oxygen.csv",2047.83,15,"0.025","R3",12.42
"sham_15_Oxygen.csv",2048.83,15,"0.025","R3",12.42
"sham_15_Oxygen.csv",2049.83,15,"0.025","R3",12.4
"sham_15_Oxygen.csv",2050.83,15,"0.025","R3",12.42
"sham_15_Oxygen.csv",2051.83,15,"0.025","R3",12.4
"sham_15_Oxygen.csv",2052.83,15,"0.025","R3",12.4
"sham_15_Oxygen.csv",2053.83,15,"0.025","R3",12.39
"sham_15_Oxygen.csv",2054.83,15,"0.025","R3",12.39
"sham_15_Oxygen.csv",2055.83,15,"0.025","R3",12.4
"sham_15_Oxygen.csv",2056.85,15,"0.025","R3",12.39
"sham_15_Oxygen.csv",2057.85,15,"0.025","R3",12.42
"sham_15_Oxygen.csv",2058.85,15,"0.025","R3",12.4
"sham_15_Oxygen.csv",2059.85,15,"0.025","R3",12.39
"sham_15_Oxygen.csv",2060.85,15,"0.025","R3",12.39
"sham_15_Oxygen.csv",2061.85,15,"0.025","R3",12.37
"sham_15_Oxygen.csv",2062.85,15,"0.025","R3",12.39
"sham_15_Oxygen.csv",2063.85,15,"0.025","R3",12.39
"sham_15_Oxygen.csv",2064.85,15,"0.025","R3",12.39
"sham_15_Oxygen.csv",2065.85,15,"0.025","R3",12.39
"sham_15_Oxygen.csv",2066.85,15,"0.025","R3",12.37
"sham_15_Oxygen.csv",2067.87,15,"0.025","R3",12.37
"sham_15_Oxygen.csv",2068.87,15,"0.025","R3",12.37
"sham_15_Oxygen.csv",2069.87,15,"0.025","R3",12.4
"sham_15_Oxygen.csv",2070.87,15,"0.025","R3",12.37
"sham_15_Oxygen.csv",2071.87,15,"0.025","R3",12.39
"sham_15_Oxygen.csv",2072.87,15,"0.025","R3",12.4
"sham_15_Oxygen.csv",2073.87,15,"0.025","R3",12.39
"sham_15_Oxygen.csv",2074.87,15,"0.025","R3",12.37
"sham_15_Oxygen.csv",2075.87,15,"0.025","R3",12.39
"sham_15_Oxygen.csv",2076.87,15,"0.025","R3",12.35
"sham_15_Oxygen.csv",2077.87,15,"0.025","R3",12.37
"sham_15_Oxygen.csv",2078.88,15,"0.025","R3",12.39
"sham_15_Oxygen.csv",2079.88,15,"0.025","R3",12.39
"sham_15_Oxygen.csv",2080.88,15,"0.025","R3",12.39
"sham_15_Oxygen.csv",2081.88,15,"0.025","R3",12.35
"sham_15_Oxygen.csv",2082.9,15,"0.025","R3",12.37
"sham_15_Oxygen.csv",2083.9,15,"0.025","R3",12.35
"sham_15_Oxygen.csv",2084.9,15,"0.025","R3",12.37
"sham_15_Oxygen.csv",2085.9,15,"0.025","R3",12.37
"sham_15_Oxygen.csv",2086.9,15,"0.025","R3",12.37
"sham_15_Oxygen.csv",2087.9,15,"0.025","R3",12.35
"sham_15_Oxygen.csv",2088.92,15,"0.025","R3",12.37
"sham_15_Oxygen.csv",2089.92,15,"0.025","R3",12.35
"sham_15_Oxygen.csv",2090.92,15,"0.025","R3",12.35
"sham_15_Oxygen.csv",2091.92,15,"0.025","R3",12.34
"sham_15_Oxygen.csv",2092.92,15,"0.025","R3",12.35
"sham_15_Oxygen.csv",2093.92,15,"0.025","R3",12.37
"sham_15_Oxygen.csv",2094.92,15,"0.025","R3",12.35
"sham_15_Oxygen.csv",2095.92,15,"0.025","R3",12.35
"sham_15_Oxygen.csv",2096.92,15,"0.025","R3",12.34
"sham_15_Oxygen.csv",2097.92,15,"0.025","R3",12.34
"sham_15_Oxygen.csv",2098.92,15,"0.025","R3",12.34
"sham_15_Oxygen.csv",2099.92,15,"0.025","R3",12.35
"sham_15_Oxygen.csv",2100.92,15,"0.025","R3",12.34
"sham_15_Oxygen.csv",2101.93,15,"0.025","R3",12.34
"sham_15_Oxygen.csv",2102.93,15,"0.025","R3",12.34
"sham_15_Oxygen.csv",2103.93,15,"0.025","R3",12.34
"sham_15_Oxygen.csv",2104.93,15,"0.025","R3",12.32
"sham_15_Oxygen.csv",2105.93,15,"0.025","R3",12.34
"sham_15_Oxygen.csv",2106.93,15,"0.025","R3",12.32
"sham_15_Oxygen.csv",2107.93,15,"0.025","R3",12.34
"sham_15_Oxygen.csv",2108.95,15,"0.025","R3",12.34
"sham_15_Oxygen.csv",2109.95,15,"0.025","R3",12.34
"sham_15_Oxygen.csv",2110.95,15,"0.025","R3",12.32
"sham_15_Oxygen.csv",2111.95,15,"0.025","R3",12.35
"sham_15_Oxygen.csv",2112.95,15,"0.025","R3",12.32
"sham_15_Oxygen.csv",2113.95,15,"0.025","R3",12.32
"sham_15_Oxygen.csv",2114.97,15,"0.025","R3",12.34
"sham_15_Oxygen.csv",2115.97,15,"0.025","R3",12.32
"sham_15_Oxygen.csv",2116.97,15,"0.025","R3",12.34
"sham_15_Oxygen.csv",2117.97,15,"0.025","R3",12.34
"sham_15_Oxygen.csv",2118.97,15,"0.025","R3",12.34
"sham_15_Oxygen.csv",2119.97,15,"0.025","R3",12.32
"sham_15_Oxygen.csv",2120.97,15,"0.025","R3",12.3
"sham_15_Oxygen.csv",2121.98,15,"0.025","R3",12.32
"sham_15_Oxygen.csv",2122.98,15,"0.025","R3",12.32
"sham_15_Oxygen.csv",2123.98,15,"0.025","R3",12.34
"sham_15_Oxygen.csv",2124.98,15,"0.025","R3",12.3
"sham_15_Oxygen.csv",2125.98,15,"0.025","R3",12.32
"sham_15_Oxygen.csv",2126.98,15,"0.025","R3",12.32
"sham_15_Oxygen.csv",2128,15,"0.025","R3",12.3
"sham_15_Oxygen.csv",2129,15,"0.025","R3",12.3
"sham_15_Oxygen.csv",2130,15,"0.025","R3",12.32
"sham_15_Oxygen.csv",2131,15,"0.025","R3",12.3
"sham_15_Oxygen.csv",2132,15,"0.025","R3",12.29
"sham_15_Oxygen.csv",2133,15,"0.025","R3",12.3
"sham_15_Oxygen.csv",2134.02,15,"0.025","R3",12.27
"sham_15_Oxygen.csv",2135.02,15,"0.025","R3",12.29
"sham_15_Oxygen.csv",2136.02,15,"0.025","R3",12.29
"sham_15_Oxygen.csv",2137.02,15,"0.025","R3",12.29
"sham_15_Oxygen.csv",2138.02,15,"0.025","R3",12.29
"sham_15_Oxygen.csv",2139.02,15,"0.025","R3",12.32
"sham_15_Oxygen.csv",2140.02,15,"0.025","R3",12.3
"sham_15_Oxygen.csv",2141.03,15,"0.025","R3",12.3
"sham_15_Oxygen.csv",2142.03,15,"0.025","R3",12.27
"sham_15_Oxygen.csv",2143.03,15,"0.025","R3",12.29
"sham_15_Oxygen.csv",2144.03,15,"0.025","R3",12.27
"sham_15_Oxygen.csv",2145.03,15,"0.025","R3",12.3
"sham_15_Oxygen.csv",2146.03,15,"0.025","R3",12.3
"sham_15_Oxygen.csv",2147.03,15,"0.025","R3",12.27
"sham_15_Oxygen.csv",2148.03,15,"0.025","R3",12.27
"sham_15_Oxygen.csv",2149.03,15,"0.025","R3",12.3
"sham_15_Oxygen.csv",2150.05,15,"0.025","R3",12.29
"sham_15_Oxygen.csv",2151.05,15,"0.025","R3",12.27
"sham_15_Oxygen.csv",2152.05,15,"0.025","R3",12.25
"sham_15_Oxygen.csv",2153.05,15,"0.025","R3",12.29
"sham_15_Oxygen.csv",2154.05,15,"0.025","R3",12.27
"sham_15_Oxygen.csv",2155.05,15,"0.025","R3",12.29
"sham_15_Oxygen.csv",2156.05,15,"0.025","R3",12.27
"sham_15_Oxygen.csv",2157.05,15,"0.025","R3",12.27
"sham_15_Oxygen.csv",2158.05,15,"0.025","R3",12.29
"sham_15_Oxygen.csv",2159.05,15,"0.025","R3",12.29
"sham_15_Oxygen.csv",2160.05,15,"0.025","R3",12.29
"sham_15_Oxygen.csv",2161.05,15,"0.025","R3",12.29
"sham_15_Oxygen.csv",2162.05,15,"0.025","R3",12.29
"sham_15_Oxygen.csv",2163.05,15,"0.025","R3",12.25
"sham_15_Oxygen.csv",2164.07,15,"0.025","R3",12.27
"sham_15_Oxygen.csv",2165.07,15,"0.025","R3",12.25
"sham_15_Oxygen.csv",2166.07,15,"0.025","R3",12.25
"sham_15_Oxygen.csv",2167.07,15,"0.025","R3",12.24
"sham_15_Oxygen.csv",2168.07,15,"0.025","R3",12.24
"sham_15_Oxygen.csv",2169.07,15,"0.025","R3",12.27
"sham_15_Oxygen.csv",2170.08,15,"0.025","R3",12.25
"sham_15_Oxygen.csv",2171.08,15,"0.025","R3",12.27
"sham_15_Oxygen.csv",2172.08,15,"0.025","R3",12.24
"sham_15_Oxygen.csv",2173.1,15,"0.025","R3",12.25
"sham_15_Oxygen.csv",2174.1,15,"0.025","R3",12.2
"sham_15_Oxygen.csv",2175.1,15,"0.025","R3",12.27
"sham_15_Oxygen.csv",2176.1,15,"0.025","R3",12.25
"sham_15_Oxygen.csv",2177.12,15,"0.025","R3",12.24
"sham_15_Oxygen.csv",2178.12,15,"0.025","R3",12.25
"sham_15_Oxygen.csv",2179.12,15,"0.025","R3",12.25
"sham_15_Oxygen.csv",2180.12,15,"0.025","R3",12.22
"sham_15_Oxygen.csv",2181.12,15,"0.025","R3",12.24
"sham_15_Oxygen.csv",2182.12,15,"0.025","R3",12.22
"sham_15_Oxygen.csv",2183.12,15,"0.025","R3",12.25
"sham_15_Oxygen.csv",2184.12,15,"0.025","R3",12.25
"sham_15_Oxygen.csv",2185.12,15,"0.025","R3",12.24
"sham_15_Oxygen.csv",2186.13,15,"0.025","R3",12.24
"sham_15_Oxygen.csv",2187.13,15,"0.025","R3",12.24
"sham_15_Oxygen.csv",2188.13,15,"0.025","R3",12.24
"sham_15_Oxygen.csv",2189.13,15,"0.025","R3",12.22
"sham_15_Oxygen.csv",2190.13,15,"0.025","R3",12.22
"sham_15_Oxygen.csv",2191.13,15,"0.025","R3",12.22
"sham_15_Oxygen.csv",2192.13,15,"0.025","R3",12.25
"sham_15_Oxygen.csv",2193.15,15,"0.025","R3",12.24
"sham_15_Oxygen.csv",2194.15,15,"0.025","R3",12.2
"sham_15_Oxygen.csv",2195.15,15,"0.025","R3",12.18
"sham_15_Oxygen.csv",2196.15,15,"0.025","R3",12.18
"sham_15_Oxygen.csv",2197.15,15,"0.025","R3",12.22
"sham_15_Oxygen.csv",2198.15,15,"0.025","R3",12.22
"sham_15_Oxygen.csv",2199.15,15,"0.025","R3",12.22
"sham_15_Oxygen.csv",2200.15,15,"0.025","R3",12.22
"sham_15_Oxygen.csv",2201.15,15,"0.025","R3",12.22
"sham_15_Oxygen.csv",2202.15,15,"0.025","R3",12.2
"sham_15_Oxygen.csv",2203.15,15,"0.025","R3",12.22
"sham_15_Oxygen.csv",2204.15,15,"0.025","R3",12.2
"sham_15_Oxygen.csv",2205.15,15,"0.025","R3",12.2
"sham_15_Oxygen.csv",2206.17,15,"0.025","R3",12.2
"sham_15_Oxygen.csv",2207.17,15,"0.025","R3",12.22
"sham_15_Oxygen.csv",2208.17,15,"0.025","R3",12.2
"sham_15_Oxygen.csv",2209.17,15,"0.025","R3",12.2
"sham_15_Oxygen.csv",2210.17,15,"0.025","R3",12.17
"sham_15_Oxygen.csv",2211.17,15,"0.025","R3",12.18
"sham_15_Oxygen.csv",2212.17,15,"0.025","R3",12.18
"sham_15_Oxygen.csv",2213.18,15,"0.025","R3",12.2
"sham_15_Oxygen.csv",2214.18,15,"0.025","R3",12.2
"sham_15_Oxygen.csv",2215.18,15,"0.025","R3",12.22
"sham_15_Oxygen.csv",2216.2,15,"0.025","R3",12.18
"sham_15_Oxygen.csv",2217.2,15,"0.025","R3",12.18
"sham_15_Oxygen.csv",2218.2,15,"0.025","R3",12.17
"sham_15_Oxygen.csv",2219.2,15,"0.025","R3",12.18
"sham_15_Oxygen.csv",2220.2,15,"0.025","R3",12.17
"sham_15_Oxygen.csv",2221.22,15,"0.025","R3",12.18
"sham_15_Oxygen.csv",2222.22,15,"0.025","R3",12.17
"sham_15_Oxygen.csv",2223.22,15,"0.025","R3",12.17
"sham_15_Oxygen.csv",2224.22,15,"0.025","R3",12.17
"sham_15_Oxygen.csv",2225.22,15,"0.025","R3",12.15
"sham_15_Oxygen.csv",2226.22,15,"0.025","R3",12.15
"sham_15_Oxygen.csv",2227.23,15,"0.025","R3",12.15
"sham_15_Oxygen.csv",2228.23,15,"0.025","R3",12.17
"sham_15_Oxygen.csv",2229.23,15,"0.025","R3",12.15
"sham_15_Oxygen.csv",2230.23,15,"0.025","R3",12.18
"sham_15_Oxygen.csv",2231.23,15,"0.025","R3",12.17
"sham_15_Oxygen.csv",2232.23,15,"0.025","R3",12.15
"sham_15_Oxygen.csv",2233.23,15,"0.025","R3",12.17
"sham_15_Oxygen.csv",2234.23,15,"0.025","R3",12.13
"sham_15_Oxygen.csv",2235.25,15,"0.025","R3",12.13
"sham_15_Oxygen.csv",2236.25,15,"0.025","R3",12.13
"sham_15_Oxygen.csv",2237.25,15,"0.025","R3",12.15
"sham_15_Oxygen.csv",2238.25,15,"0.025","R3",12.13
"sham_15_Oxygen.csv",2239.25,15,"0.025","R3",12.15
"sham_15_Oxygen.csv",2240.25,15,"0.025","R3",12.13
"sham_15_Oxygen.csv",2241.25,15,"0.025","R3",12.13
"sham_15_Oxygen.csv",2242.25,15,"0.025","R3",12.13
"sham_15_Oxygen.csv",2243.25,15,"0.025","R3",12.13
"sham_15_Oxygen.csv",2244.25,15,"0.025","R3",12.15
"sham_15_Oxygen.csv",2245.25,15,"0.025","R3",12.15
"sham_15_Oxygen.csv",2246.25,15,"0.025","R3",12.13
"sham_15_Oxygen.csv",2247.27,15,"0.025","R3",12.13
"sham_15_Oxygen.csv",2248.27,15,"0.025","R3",12.12
"sham_15_Oxygen.csv",2249.27,15,"0.025","R3",12.1
"sham_15_Oxygen.csv",2250.27,15,"0.025","R3",12.13
"sham_15_Oxygen.csv",2251.27,15,"0.025","R3",12.13
"sham_15_Oxygen.csv",2252.27,15,"0.025","R3",12.13
"sham_15_Oxygen.csv",2253.27,15,"0.025","R3",12.13
"sham_15_Oxygen.csv",2254.27,15,"0.025","R3",12.12
"sham_15_Oxygen.csv",2255.27,15,"0.025","R3",12.12
"sham_15_Oxygen.csv",2256.27,15,"0.025","R3",12.1
"sham_15_Oxygen.csv",2257.28,15,"0.025","R3",12.13
"sham_15_Oxygen.csv",2258.28,15,"0.025","R3",12.13
"sham_15_Oxygen.csv",2259.28,15,"0.025","R3",12.12
"sham_15_Oxygen.csv",2260.28,15,"0.025","R3",12.13
"sham_15_Oxygen.csv",2261.28,15,"0.025","R3",12.12
"sham_15_Oxygen.csv",2262.28,15,"0.025","R3",12.12
"sham_15_Oxygen.csv",2263.28,15,"0.025","R3",12.08
"sham_15_Oxygen.csv",2264.28,15,"0.025","R3",12.1
"sham_15_Oxygen.csv",2265.28,15,"0.025","R3",12.12
"sham_15_Oxygen.csv",2266.28,15,"0.025","R3",12.08
"sham_15_Oxygen.csv",2267.28,15,"0.025","R3",12.12
"sham_15_Oxygen.csv",2268.28,15,"0.025","R3",12.12
"sham_15_Oxygen.csv",2269.3,15,"0.025","R3",12.12
"sham_15_Oxygen.csv",2270.3,15,"0.025","R3",12.1
"sham_15_Oxygen.csv",2271.3,15,"0.025","R3",12.08
"sham_15_Oxygen.csv",2272.3,15,"0.025","R3",12.1
"sham_15_Oxygen.csv",2273.32,15,"0.025","R3",12.08
"sham_15_Oxygen.csv",2274.32,15,"0.025","R3",12.12
"sham_15_Oxygen.csv",2275.32,15,"0.025","R3",12.1
"sham_15_Oxygen.csv",2276.32,15,"0.025","R3",12.12
"sham_15_Oxygen.csv",2277.32,15,"0.025","R3",12.08
"sham_15_Oxygen.csv",2278.32,15,"0.025","R3",12.07
"sham_15_Oxygen.csv",2279.32,15,"0.025","R3",12.07
"sham_15_Oxygen.csv",2280.32,15,"0.025","R3",12.08
"sham_15_Oxygen.csv",2281.32,15,"0.025","R3",12.1
"sham_15_Oxygen.csv",2282.33,15,"0.025","R3",12.1
"sham_15_Oxygen.csv",2283.33,15,"0.025","R3",12.08
"sham_15_Oxygen.csv",2284.33,15,"0.025","R3",12.07
"sham_15_Oxygen.csv",2285.33,15,"0.025","R3",12.08
"sham_15_Oxygen.csv",2286.35,15,"0.025","R3",12.07
"sham_15_Oxygen.csv",2287.35,15,"0.025","R3",12.07
"sham_15_Oxygen.csv",2288.35,15,"0.025","R3",12.08
"sham_15_Oxygen.csv",2289.35,15,"0.025","R3",12.07
"sham_15_Oxygen.csv",2290.35,15,"0.025","R3",12.08
"sham_15_Oxygen.csv",2291.37,15,"0.025","R3",12.08
"sham_15_Oxygen.csv",2292.37,15,"0.025","R3",12.07
"sham_15_Oxygen.csv",2293.37,15,"0.025","R3",12.03
"sham_15_Oxygen.csv",2294.37,15,"0.025","R3",12.05
"sham_15_Oxygen.csv",2295.37,15,"0.025","R3",12.07
"sham_15_Oxygen.csv",2296.38,15,"0.025","R3",12.07
"sham_15_Oxygen.csv",2297.38,15,"0.025","R3",12.08
"sham_15_Oxygen.csv",2298.38,15,"0.025","R3",12.07
"sham_15_Oxygen.csv",2299.38,15,"0.025","R3",12.05
"sham_15_Oxygen.csv",2300.4,15,"0.025","R3",12.03
"sham_15_Oxygen.csv",2301.4,15,"0.025","R3",12.05
"sham_15_Oxygen.csv",2302.4,15,"0.025","R3",12.05
"sham_15_Oxygen.csv",2303.4,15,"0.025","R3",12.05
"sham_15_Oxygen.csv",2304.4,15,"0.025","R3",12.07
"sham_15_Oxygen.csv",2305.4,15,"0.025","R3",12.05
"sham_15_Oxygen.csv",2306.4,15,"0.025","R3",12.07
"sham_15_Oxygen.csv",2307.42,15,"0.025","R3",12.07
"sham_15_Oxygen.csv",2308.42,15,"0.025","R3",12.05
"sham_15_Oxygen.csv",2309.42,15,"0.025","R3",12.05
"sham_15_Oxygen.csv",2310.42,15,"0.025","R3",12.03
"sham_15_Oxygen.csv",2311.42,15,"0.025","R3",12.03
"sham_15_Oxygen.csv",2312.42,15,"0.025","R3",12.05
"sham_15_Oxygen.csv",2313.42,15,"0.025","R3",12.05
"sham_15_Oxygen.csv",2314.42,15,"0.025","R3",12.05
"sham_15_Oxygen.csv",2315.42,15,"0.025","R3",12.03
"sham_15_Oxygen.csv",2316.42,15,"0.025","R3",12.02
"sham_15_Oxygen.csv",2317.42,15,"0.025","R3",12.03
"sham_15_Oxygen.csv",2318.42,15,"0.025","R3",12.02
"sham_15_Oxygen.csv",2319.43,15,"0.025","R3",12.05
"sham_15_Oxygen.csv",2320.43,15,"0.025","R3",12.03
"sham_15_Oxygen.csv",2321.43,15,"0.025","R3",12.03
"sham_15_Oxygen.csv",2322.43,15,"0.025","R3",12.03
"sham_15_Oxygen.csv",2323.43,15,"0.025","R3",12
"sham_15_Oxygen.csv",2324.43,15,"0.025","R3",12.02
"sham_15_Oxygen.csv",2325.43,15,"0.025","R3",12
"sham_15_Oxygen.csv",2326.43,15,"0.025","R3",12
"sham_15_Oxygen.csv",2327.45,15,"0.025","R3",12.02
"sham_15_Oxygen.csv",2328.45,15,"0.025","R3",12.03
"sham_15_Oxygen.csv",2329.45,15,"0.025","R3",12.02
"sham_15_Oxygen.csv",2330.45,15,"0.025","R3",12.02
"sham_15_Oxygen.csv",2331.45,15,"0.025","R3",12.02
"sham_15_Oxygen.csv",2332.45,15,"0.025","R3",11.98
"sham_15_Oxygen.csv",2333.45,15,"0.025","R3",12
"sham_15_Oxygen.csv",2334.45,15,"0.025","R3",12
"sham_15_Oxygen.csv",2335.45,15,"0.025","R3",12.02
"sham_15_Oxygen.csv",2336.45,15,"0.025","R3",12.02
"sham_15_Oxygen.csv",2337.45,15,"0.025","R3",12
"sham_15_Oxygen.csv",2338.45,15,"0.025","R3",12
"sham_15_Oxygen.csv",2339.47,15,"0.025","R3",11.97
"sham_15_Oxygen.csv",2340.47,15,"0.025","R3",11.97
"sham_15_Oxygen.csv",2341.47,15,"0.025","R3",11.98
"sham_15_Oxygen.csv",2342.47,15,"0.025","R3",12.02
"sham_15_Oxygen.csv",2343.47,15,"0.025","R3",12
"sham_15_Oxygen.csv",2344.47,15,"0.025","R3",12
"sham_15_Oxygen.csv",2345.47,15,"0.025","R3",12
"sham_15_Oxygen.csv",2346.47,15,"0.025","R3",11.98
"sham_15_Oxygen.csv",2347.47,15,"0.025","R3",12
"sham_15_Oxygen.csv",2348.47,15,"0.025","R3",11.98
"sham_15_Oxygen.csv",2349.48,15,"0.025","R3",11.98
"sham_15_Oxygen.csv",2350.48,15,"0.025","R3",12
"sham_15_Oxygen.csv",2351.48,15,"0.025","R3",12
"sham_15_Oxygen.csv",2352.48,15,"0.025","R3",11.98
"sham_15_Oxygen.csv",2353.48,15,"0.025","R3",11.97
"sham_15_Oxygen.csv",2354.48,15,"0.025","R3",11.97
"sham_15_Oxygen.csv",2355.48,15,"0.025","R3",11.95
"sham_15_Oxygen.csv",2356.48,15,"0.025","R3",11.97
"sham_15_Oxygen.csv",2357.48,15,"0.025","R3",11.97
"sham_15_Oxygen.csv",2358.5,15,"0.025","R3",11.98
"sham_15_Oxygen.csv",2359.5,15,"0.025","R3",11.98
"sham_15_Oxygen.csv",2360.5,15,"0.025","R3",12
"sham_15_Oxygen.csv",2361.5,15,"0.025","R3",11.98
"sham_15_Oxygen.csv",2362.5,15,"0.025","R3",11.95
"sham_15_Oxygen.csv",2363.5,15,"0.025","R3",11.95
"sham_15_Oxygen.csv",2364.52,15,"0.025","R3",11.93
"sham_15_Oxygen.csv",2365.52,15,"0.025","R3",11.97
"sham_15_Oxygen.csv",2366.52,15,"0.025","R3",11.95
"sham_15_Oxygen.csv",2367.52,15,"0.025","R3",11.97
"sham_15_Oxygen.csv",2368.52,15,"0.025","R3",11.97
"sham_15_Oxygen.csv",2369.52,15,"0.025","R3",11.95
"sham_15_Oxygen.csv",2370.52,15,"0.025","R3",11.93
"sham_15_Oxygen.csv",2371.52,15,"0.025","R3",11.95
"sham_15_Oxygen.csv",2372.52,15,"0.025","R3",11.95
"sham_15_Oxygen.csv",2373.52,15,"0.025","R3",11.95
"sham_15_Oxygen.csv",2374.53,15,"0.025","R3",11.97
"sham_15_Oxygen.csv",2375.53,15,"0.025","R3",11.95
"sham_15_Oxygen.csv",2376.53,15,"0.025","R3",11.93
"sham_15_Oxygen.csv",2377.53,15,"0.025","R3",11.93
"sham_15_Oxygen.csv",2378.53,15,"0.025","R3",11.93
"sham_15_Oxygen.csv",2379.53,15,"0.025","R3",11.93
"sham_15_Oxygen.csv",2380.53,15,"0.025","R3",11.93
"sham_15_Oxygen.csv",2381.53,15,"0.025","R3",11.95
"sham_15_Oxygen.csv",2382.53,15,"0.025","R3",11.97
"sham_15_Oxygen.csv",2383.53,15,"0.025","R3",11.93
"sham_15_Oxygen.csv",2384.55,15,"0.025","R3",11.95
"sham_15_Oxygen.csv",2385.55,15,"0.025","R3",11.95
"sham_15_Oxygen.csv",2386.55,15,"0.025","R3",11.92
"sham_15_Oxygen.csv",2387.55,15,"0.025","R3",11.92
"sham_15_Oxygen.csv",2388.55,15,"0.025","R3",11.92
"sham_15_Oxygen.csv",2389.55,15,"0.025","R3",11.92
"sham_15_Oxygen.csv",2390.55,15,"0.025","R3",11.92
"sham_15_Oxygen.csv",2391.55,15,"0.025","R3",11.93
"sham_15_Oxygen.csv",2392.55,15,"0.025","R3",11.9
"sham_15_Oxygen.csv",2393.55,15,"0.025","R3",11.92
"sham_15_Oxygen.csv",2394.57,15,"0.025","R3",11.9
"sham_15_Oxygen.csv",2395.57,15,"0.025","R3",11.92
"sham_15_Oxygen.csv",2396.57,15,"0.025","R3",11.93
"sham_15_Oxygen.csv",2397.57,15,"0.025","R3",11.93
"sham_15_Oxygen.csv",2398.58,15,"0.025","R3",11.93
"sham_15_Oxygen.csv",2399.58,15,"0.025","R3",11.9
"sham_15_Oxygen.csv",2400.58,15,"0.025","R3",11.88
