temp_C,growth
5.0,0.009186664817550582
6.0,0.01288963891973955
7.0,0.01701469200860783
8.0,0.022158623380688712
9.0,0.028199162706244063
10.0,0.03526378871673778
11.0,0.043636256196903596
12.0,0.05336212946187656
13.0,0.06446427592349586
14.0,0.07698421948426604
15.0,0.09096033971151007
16.0,0.1064112900509561
17.0,0.12333079970128245
18.0,0.14168556155961473
19.0,0.16141600474604675
20.0,0.18242972097054866
21.0,0.20463366762199886
22.0,0.2278891087854585
23.0,0.2521657494310399
24.0,0.27740555987966603
25.0,0.30315882898432533
26.0,0.3285889219635854
27.0,0.3540323626127103
28.0,0.3791970146813848
29.0,0.40379676460656444
30.0,0.42754161531494206
31.0,0.4501491727132845
32.0,0.4713423320297943
33.0,0.4908805284015921
34.0,0.5085314536321565
35.0,0.5240741075436076
36.0,0.5366421620557555
37.0,0.5465053633022322
38.0,0.5538128434234416
39.0,0.5584762483067289
40.0,0.5605469975642714
41.0,0.5598562820129508
42.0,0.5558722913698462
43.0,0.5464799261961211
44.0,0.5164844332877442
45.0,0.3651949238447216
46.0,0.10032701801106075
47.0,0.00951436501214587
48.0,0.0009482590304369312
49.0,7.42555381723433e-05
50.0,1.3059181747235864e-05
51.0,1.2984577814849261e-05
52.0,1.2436682734743812e-05
53.0,1.1311515765670086e-05
54.0,9.729520097271799e-06
55.0,7.620224761405061e-06
56.0,4.371206470150773e-06
57.0,3.894622745346106e-06
58.0,3.4102426338201286e-06
59.0,3.4024368601591517e-06
60.0,2.8816417005521407e-06
