T,Dose,Replicate,Time,Oxygen,Well
15,0.0125,A,0.03,15.12,A1
15,0.0125,A,1.05,14.99,A1
15,0.0125,A,2.05,14.85,A1
15,0.0125,A,3.05,14.74,A1
15,0.0125,A,4.05,14.65,A1
15,0.0125,A,5.05,14.56,A1
15,0.0125,A,6.05,14.41,A1
15,0.0125,A,7.05,14.29,A1
15,0.0125,A,8.05,14.16,A1
15,0.0125,A,9.05,14.06,A1
15,0.0125,A,10.05,13.98,A1
15,0.0125,A,11.05,13.91,A1
15,0.0125,A,12.05,13.84,A1
15,0.0125,A,13.05,13.74,A1
15,0.0125,A,14.05,13.65,A1
15,0.0125,A,15.05,13.58,A1
15,0.0125,A,16.05,13.54,A1
15,0.0125,A,17.05,13.51,A1
15,0.0125,A,18.05,13.47,A1
15,0.0125,A,19.05,13.44,A1
15,0.0125,A,20.05,13.33,A1
15,0.0125,A,21.05,13.32,A1
15,0.0125,A,22.05,13.26,A1
15,0.0125,A,23.07,13.26,A1
15,0.0125,A,24.07,13.26,A1
15,0.0125,A,25.07,13.25,A1
15,0.0125,A,26.07,13.21,A1
15,0.0125,A,27.07,13.14,A1
15,0.0125,A,28.07,13.13,A1
15,0.0125,A,29.08,13.11,A1
15,0.0125,A,30.08,13.09,A1
15,0.0125,A,31.08,13.11,A1
15,0.0125,A,32.08,13.09,A1
15,0.0125,A,33.08,13.09,A1
15,0.0125,A,34.08,13.02,A1
15,0.0125,A,35.1,13.0,A1
15,0.0125,A,36.1,12.99,A1
15,0.0125,A,37.1,12.99,A1
15,0.0125,A,38.1,13.0,A1
15,0.0125,A,39.1,13.0,A1
15,0.0125,A,40.1,12.97,A1
15,0.0125,A,41.12,12.92,A1
15,0.0125,A,42.12,12.92,A1
15,0.0125,A,43.13,12.92,A1
15,0.0125,A,44.13,12.9,A1
15,0.0125,A,45.13,12.92,A1
15,0.0125,A,46.13,12.9,A1
15,0.0125,A,47.13,12.9,A1
15,0.0125,A,48.13,12.85,A1
15,0.0125,A,49.13,12.85,A1
15,0.0125,A,50.13,12.81,A1
15,0.0125,A,51.13,12.85,A1
15,0.0125,A,52.13,12.85,A1
15,0.0125,A,53.13,12.85,A1
15,0.0125,A,54.13,12.83,A1
15,0.0125,A,55.13,12.81,A1
15,0.0125,A,56.13,12.8,A1
15,0.0125,A,57.13,12.78,A1
15,0.0125,A,58.13,12.8,A1
15,0.0125,A,59.13,12.78,A1
15,0.0125,A,60.13,12.8,A1
15,0.0125,A,61.13,12.8,A1
15,0.0125,A,62.13,12.81,A1
15,0.0125,A,63.13,12.76,A1
15,0.0125,A,64.13,12.75,A1
15,0.0125,A,65.15,12.76,A1
15,0.0125,A,66.15,12.76,A1
15,0.0125,A,67.15,12.76,A1
15,0.0125,A,68.15,12.76,A1
15,0.0125,A,69.15,12.76,A1
15,0.0125,A,70.15,12.75,A1
15,0.0125,A,71.15,12.75,A1
15,0.0125,A,72.17,12.71,A1
15,0.0125,A,73.17,12.73,A1
15,0.0125,A,74.17,12.75,A1
15,0.0125,A,75.17,12.75,A1
15,0.0125,A,76.17,12.73,A1
15,0.0125,A,77.18,12.71,A1
15,0.0125,A,78.18,12.69,A1
15,0.0125,A,79.18,12.69,A1
15,0.0125,A,80.18,12.69,A1
15,0.0125,A,81.18,12.71,A1
15,0.0125,A,82.18,12.71,A1
15,0.0125,A,83.2,12.71,A1
15,0.0125,A,84.2,12.69,A1
15,0.0125,A,85.2,12.69,A1
15,0.0125,A,86.2,12.68,A1
15,0.0125,A,87.2,12.68,A1
15,0.0125,A,88.2,12.68,A1
15,0.0125,A,89.22,12.69,A1
15,0.0125,A,90.22,12.68,A1
15,0.0125,A,91.22,12.68,A1
15,0.0125,A,92.22,12.66,A1
15,0.0125,A,93.22,12.66,A1
15,0.0125,A,94.22,12.68,A1
15,0.0125,A,95.22,12.64,A1
15,0.0125,A,96.22,12.68,A1
15,0.0125,A,97.22,12.66,A1
15,0.0125,A,98.22,12.66,A1
15,0.0125,A,99.22,12.64,A1
15,0.0125,A,100.23,12.64,A1
15,0.0125,A,101.23,12.63,A1
15,0.0125,A,102.23,12.66,A1
15,0.0125,A,103.23,12.66,A1
15,0.0125,A,104.23,12.64,A1
15,0.0125,A,105.23,12.66,A1
15,0.0125,A,106.23,12.64,A1
15,0.0125,A,107.23,12.63,A1
15,0.0125,A,108.23,12.63,A1
15,0.0125,A,109.25,12.63,A1
15,0.0125,A,110.25,12.63,A1
15,0.0125,A,111.27,12.63,A1
15,0.0125,A,112.27,12.63,A1
15,0.0125,A,113.27,12.63,A1
15,0.0125,A,114.27,12.61,A1
15,0.0125,A,115.27,12.61,A1
15,0.0125,A,116.27,12.61,A1
15,0.0125,A,117.28,12.61,A1
15,0.0125,A,118.28,12.63,A1
15,0.0125,A,119.28,12.61,A1
15,0.0125,A,120.28,12.63,A1
15,0.0125,A,121.28,12.61,A1
15,0.0125,A,122.28,12.59,A1
15,0.0125,A,123.28,12.61,A1
15,0.0125,A,124.3,12.59,A1
15,0.0125,A,125.3,12.61,A1
15,0.0125,A,126.3,12.63,A1
15,0.0125,A,127.3,12.59,A1
15,0.0125,A,128.3,12.61,A1
15,0.0125,A,129.32,12.59,A1
15,0.0125,A,130.32,12.58,A1
15,0.0125,A,131.32,12.58,A1
15,0.0125,A,132.32,12.59,A1
15,0.0125,A,133.32,12.61,A1
15,0.0125,A,134.32,12.59,A1
15,0.0125,A,135.33,12.59,A1
15,0.0125,A,136.33,12.58,A1
15,0.0125,A,137.33,12.56,A1
15,0.0125,A,138.33,12.58,A1
15,0.0125,A,139.33,12.58,A1
15,0.0125,A,140.33,12.58,A1
15,0.0125,A,141.33,12.59,A1
15,0.0125,A,142.33,12.59,A1
15,0.0125,A,143.33,12.56,A1
15,0.0125,A,144.35,12.56,A1
15,0.0125,A,145.35,12.56,A1
15,0.0125,A,146.37,12.58,A1
15,0.0125,A,147.37,12.58,A1
15,0.0125,A,148.37,12.59,A1
15,0.0125,A,149.37,12.58,A1
15,0.0125,A,150.37,12.56,A1
15,0.0125,A,151.38,12.56,A1
15,0.0125,A,152.38,12.56,A1
15,0.0125,A,153.38,12.56,A1
15,0.0125,A,154.38,12.54,A1
15,0.0125,A,155.38,12.56,A1
15,0.0125,A,156.38,12.56,A1
15,0.0125,A,157.38,12.56,A1
15,0.0125,A,158.38,12.56,A1
15,0.0125,A,159.38,12.56,A1
15,0.0125,A,160.38,12.54,A1
15,0.0125,A,161.38,12.54,A1
15,0.0125,A,162.38,12.56,A1
15,0.0125,A,163.4,12.54,A1
15,0.0125,A,164.4,12.56,A1
15,0.0125,A,165.4,12.54,A1
15,0.0125,A,166.4,12.51,A1
15,0.0125,A,167.4,12.54,A1
15,0.0125,A,168.4,12.56,A1
15,0.0125,A,169.4,12.52,A1
15,0.0125,A,170.4,12.54,A1
15,0.0125,A,171.4,12.54,A1
15,0.0125,A,172.42,12.54,A1
15,0.0125,A,173.42,12.51,A1
15,0.0125,A,174.42,12.52,A1
15,0.0125,A,175.42,12.54,A1
15,0.0125,A,176.42,12.54,A1
15,0.0125,A,177.43,12.52,A1
15,0.0125,A,178.43,12.54,A1
15,0.0125,A,179.43,12.54,A1
15,0.0125,A,180.43,12.52,A1
15,0.0125,A,181.43,12.51,A1
15,0.0125,A,182.45,12.51,A1
15,0.0125,A,183.45,12.51,A1
15,0.0125,A,184.45,12.54,A1
15,0.0125,A,185.45,12.52,A1
15,0.0125,A,186.47,12.52,A1
15,0.0125,A,187.47,12.51,A1
15,0.0125,A,188.47,12.49,A1
15,0.0125,A,189.47,12.49,A1
15,0.0125,A,190.47,12.51,A1
15,0.0125,A,191.48,12.51,A1
15,0.0125,A,192.48,12.51,A1
15,0.0125,A,193.48,12.52,A1
15,0.0125,A,194.48,12.51,A1
15,0.0125,A,195.48,12.49,A1
15,0.0125,A,196.5,12.49,A1
15,0.0125,A,197.52,12.51,A1
15,0.0125,A,198.52,12.51,A1
15,0.0125,A,199.52,12.52,A1
15,0.0125,A,200.52,12.51,A1
15,0.0125,A,201.52,12.52,A1
15,0.0125,A,202.52,12.47,A1
15,0.0125,A,203.53,12.49,A1
15,0.0125,A,204.53,12.49,A1
15,0.0125,A,205.53,12.49,A1
15,0.0125,A,206.53,12.49,A1
15,0.0125,A,207.53,12.51,A1
15,0.0125,A,208.53,12.49,A1
15,0.0125,A,209.55,12.47,A1
15,0.0125,A,210.55,12.47,A1
15,0.0125,A,211.55,12.47,A1
15,0.0125,A,212.55,12.49,A1
15,0.0125,A,213.55,12.47,A1
15,0.0125,A,214.55,12.49,A1
15,0.0125,A,215.55,12.49,A1
15,0.0125,A,216.57,12.47,A1
15,0.0125,A,217.57,12.47,A1
15,0.0125,A,218.57,12.47,A1
15,0.0125,A,219.57,12.47,A1
15,0.0125,A,220.58,12.47,A1
15,0.0125,A,221.58,12.49,A1
15,0.0125,A,222.58,12.47,A1
15,0.0125,A,223.58,12.47,A1
15,0.0125,A,224.58,12.47,A1
15,0.0125,A,225.58,12.46,A1
15,0.0125,A,226.6,12.47,A1
15,0.0125,A,227.6,12.46,A1
15,0.0125,A,228.6,12.47,A1
15,0.0125,A,229.6,12.46,A1
15,0.0125,A,230.6,12.46,A1
15,0.0125,A,231.6,12.46,A1
15,0.0125,A,232.6,12.44,A1
15,0.0125,A,233.6,12.46,A1
15,0.0125,A,234.62,12.46,A1
15,0.0125,A,235.62,12.47,A1
15,0.0125,A,236.62,12.47,A1
15,0.0125,A,237.63,12.46,A1
15,0.0125,A,238.63,12.44,A1
15,0.0125,A,239.65,12.46,A1
15,0.0125,A,240.65,12.44,A1
15,0.0125,A,241.65,12.46,A1
15,0.0125,A,242.65,12.46,A1
15,0.0125,A,243.67,12.47,A1
15,0.0125,A,244.67,12.46,A1
15,0.0125,A,245.67,12.44,A1
15,0.0125,A,246.67,12.44,A1
15,0.0125,A,247.68,12.44,A1
15,0.0125,A,248.68,12.44,A1
15,0.0125,A,249.68,12.46,A1
15,0.0125,A,250.68,12.46,A1
15,0.0125,A,251.68,12.46,A1
15,0.0125,A,252.68,12.44,A1
15,0.0125,A,253.68,12.42,A1
15,0.0125,A,254.7,12.44,A1
15,0.0125,A,255.7,12.44,A1
15,0.0125,A,256.7,12.44,A1
15,0.0125,A,257.7,12.44,A1
15,0.0125,A,258.7,12.44,A1
15,0.0125,A,259.72,12.44,A1
15,0.0125,A,260.72,12.44,A1
15,0.0125,A,261.72,12.42,A1
15,0.0125,A,262.73,12.42,A1
15,0.0125,A,263.73,12.44,A1
15,0.0125,A,264.73,12.42,A1
15,0.0125,A,265.73,12.44,A1
15,0.0125,A,266.73,12.42,A1
15,0.0125,A,267.73,12.4,A1
15,0.0125,A,268.73,12.4,A1
15,0.0125,A,269.73,12.42,A1
15,0.0125,A,270.75,12.4,A1
15,0.0125,A,271.75,12.42,A1
15,0.0125,A,272.75,12.42,A1
15,0.0125,A,273.75,12.42,A1
15,0.0125,A,274.75,12.4,A1
15,0.0125,A,275.75,12.42,A1
15,0.0125,A,276.75,12.42,A1
15,0.0125,A,277.77,12.42,A1
15,0.0125,A,278.77,12.44,A1
15,0.0125,A,279.77,12.42,A1
15,0.0125,A,280.77,12.42,A1
15,0.0125,A,281.77,12.4,A1
15,0.0125,A,282.77,12.4,A1
15,0.0125,A,283.77,12.4,A1
15,0.0125,A,284.77,12.4,A1
15,0.0125,A,285.77,12.4,A1
15,0.0125,A,286.78,12.4,A1
15,0.0125,A,287.78,12.4,A1
15,0.0125,A,288.78,12.4,A1
15,0.0125,A,289.78,12.4,A1
15,0.0125,A,290.78,12.39,A1
15,0.0125,A,291.78,12.39,A1
15,0.0125,A,292.8,12.42,A1
15,0.0125,A,293.8,12.42,A1
15,0.0125,A,294.8,12.4,A1
15,0.0125,A,295.8,12.4,A1
15,0.0125,A,296.8,12.4,A1
15,0.0125,A,297.8,12.4,A1
15,0.0125,A,298.8,12.4,A1
15,0.0125,A,299.8,12.4,A1
15,0.0125,A,300.82,12.39,A1
15,0.0125,A,301.82,12.39,A1
15,0.0125,A,302.83,12.39,A1
15,0.0125,A,303.83,12.37,A1
15,0.0125,A,304.85,12.37,A1
15,0.0125,A,305.85,12.37,A1
15,0.0125,A,306.85,12.4,A1
15,0.0125,A,307.85,12.4,A1
15,0.0125,A,308.85,12.4,A1
15,0.0125,A,309.85,12.39,A1
15,0.0125,A,310.87,12.39,A1
15,0.0125,A,311.87,12.37,A1
15,0.0125,A,312.87,12.37,A1
15,0.0125,A,313.87,12.39,A1
15,0.0125,A,314.87,12.39,A1
15,0.0125,A,315.87,12.4,A1
15,0.0125,A,316.87,12.37,A1
15,0.0125,A,317.87,12.37,A1
15,0.0125,A,318.88,12.37,A1
15,0.0125,A,319.88,12.37,A1
15,0.0125,A,320.88,12.37,A1
15,0.0125,A,321.88,12.37,A1
15,0.0125,A,322.88,12.39,A1
15,0.0125,A,323.88,12.37,A1
15,0.0125,A,324.9,12.37,A1
15,0.0125,A,325.9,12.37,A1
15,0.0125,A,326.9,12.35,A1
15,0.0125,A,327.92,12.39,A1
15,0.0125,A,328.92,12.37,A1
15,0.0125,A,329.92,12.39,A1
15,0.0125,A,330.92,12.35,A1
15,0.0125,A,331.92,12.35,A1
15,0.0125,A,332.93,12.34,A1
15,0.0125,A,333.93,12.37,A1
15,0.0125,A,334.93,12.37,A1
15,0.0125,A,335.93,12.37,A1
15,0.0125,A,336.93,12.37,A1
15,0.0125,A,337.93,12.37,A1
15,0.0125,A,338.93,12.37,A1
15,0.0125,A,339.95,12.35,A1
15,0.0125,A,340.95,12.35,A1
15,0.0125,A,341.95,12.35,A1
15,0.0125,A,342.95,12.35,A1
15,0.0125,A,343.95,12.35,A1
15,0.0125,A,344.95,12.37,A1
15,0.0125,A,345.97,12.35,A1
15,0.0125,A,346.97,12.34,A1
15,0.0125,A,347.97,12.35,A1
15,0.0125,A,348.97,12.34,A1
15,0.0125,A,349.98,12.35,A1
15,0.0125,A,350.98,12.35,A1
15,0.0125,A,351.98,12.35,A1
15,0.0125,A,352.98,12.34,A1
15,0.0125,A,353.98,12.32,A1
15,0.0125,A,354.98,12.34,A1
15,0.0125,A,355.98,12.32,A1
15,0.0125,A,356.98,12.34,A1
15,0.0125,A,358.0,12.34,A1
15,0.0125,A,359.0,12.35,A1
15,0.0125,A,360.0,12.34,A1
15,0.0125,A,361.0,12.32,A1
15,0.0125,A,362.0,12.32,A1
15,0.0125,A,363.0,12.34,A1
15,0.0125,A,364.0,12.34,A1
15,0.0125,A,365.02,12.34,A1
15,0.0125,A,366.02,12.35,A1
15,0.0125,A,367.02,12.34,A1
15,0.0125,A,368.02,12.34,A1
15,0.0125,A,369.02,12.32,A1
15,0.0125,A,370.03,12.32,A1
15,0.0125,A,371.03,12.34,A1
15,0.0125,A,372.03,12.34,A1
15,0.0125,A,373.03,12.34,A1
15,0.0125,A,374.03,12.34,A1
15,0.0125,A,375.03,12.32,A1
15,0.0125,A,376.03,12.32,A1
15,0.0125,A,377.03,12.32,A1
15,0.0125,A,378.05,12.32,A1
15,0.0125,A,379.05,12.34,A1
15,0.0125,A,380.05,12.34,A1
15,0.0125,A,381.07,12.32,A1
15,0.0125,A,382.07,12.32,A1
15,0.0125,A,383.07,12.32,A1
15,0.0125,A,384.07,12.32,A1
15,0.0125,A,385.07,12.32,A1
15,0.0125,A,386.07,12.34,A1
15,0.0125,A,387.08,12.32,A1
15,0.0125,A,388.08,12.34,A1
15,0.0125,A,389.08,12.32,A1
15,0.0125,A,390.08,12.3,A1
15,0.0125,A,391.08,12.32,A1
15,0.0125,A,392.08,12.3,A1
15,0.0125,A,393.08,12.32,A1
15,0.0125,A,394.1,12.3,A1
15,0.0125,A,395.1,12.32,A1
15,0.0125,A,396.1,12.32,A1
15,0.0125,A,397.1,12.32,A1
15,0.0125,A,398.1,12.3,A1
15,0.0125,A,399.1,12.3,A1
15,0.0125,A,400.12,12.32,A1
15,0.0125,A,401.12,12.32,A1
15,0.0125,A,402.12,12.3,A1
15,0.0125,A,403.12,12.3,A1
15,0.0125,A,404.12,12.3,A1
15,0.0125,A,405.12,12.29,A1
15,0.0125,A,406.13,12.29,A1
15,0.0125,A,407.13,12.29,A1
15,0.0125,A,408.13,12.3,A1
15,0.0125,A,409.13,12.3,A1
15,0.0125,A,410.13,12.3,A1
15,0.0125,A,411.13,12.29,A1
15,0.0125,A,412.13,12.29,A1
15,0.0125,A,413.15,12.29,A1
15,0.0125,A,414.15,12.29,A1
15,0.0125,A,415.15,12.3,A1
15,0.0125,A,416.15,12.3,A1
15,0.0125,A,417.15,12.3,A1
15,0.0125,A,418.15,12.27,A1
15,0.0125,A,419.17,12.29,A1
15,0.0125,A,420.17,12.27,A1
15,0.0125,A,421.17,12.29,A1
15,0.0125,A,422.17,12.3,A1
15,0.0125,A,423.18,12.3,A1
15,0.0125,A,424.18,12.3,A1
15,0.0125,A,425.18,12.29,A1
15,0.0125,A,426.18,12.27,A1
15,0.0125,A,427.18,12.29,A1
15,0.0125,A,428.18,12.27,A1
15,0.0125,A,429.2,12.3,A1
15,0.0125,A,430.2,12.29,A1
15,0.0125,A,431.2,12.29,A1
15,0.0125,A,432.2,12.27,A1
15,0.0125,A,433.2,12.27,A1
15,0.0125,A,434.2,12.27,A1
15,0.0125,A,435.2,12.27,A1
15,0.0125,A,436.22,12.3,A1
15,0.0125,A,437.22,12.29,A1
15,0.0125,A,438.22,12.29,A1
15,0.0125,A,439.22,12.29,A1
15,0.0125,A,440.22,12.27,A1
15,0.0125,A,441.23,12.27,A1
15,0.0125,A,442.23,12.27,A1
15,0.0125,A,443.23,12.3,A1
15,0.0125,A,444.23,12.29,A1
15,0.0125,A,445.23,12.29,A1
15,0.0125,A,446.23,12.27,A1
15,0.0125,A,447.23,12.27,A1
15,0.0125,A,448.25,12.25,A1
15,0.0125,A,449.25,12.25,A1
15,0.0125,A,450.25,12.27,A1
15,0.0125,A,451.25,12.27,A1
15,0.0125,A,452.25,12.27,A1
15,0.0125,A,453.27,12.25,A1
15,0.0125,A,454.27,12.25,A1
15,0.0125,A,455.27,12.25,A1
15,0.0125,A,456.27,12.27,A1
15,0.0125,A,457.27,12.25,A1
15,0.0125,A,458.27,12.25,A1
15,0.0125,A,459.27,12.27,A1
15,0.0125,A,460.27,12.27,A1
15,0.0125,A,461.27,12.27,A1
15,0.0125,A,462.28,12.27,A1
15,0.0125,A,463.28,12.25,A1
15,0.0125,A,464.3,12.25,A1
15,0.0125,A,465.3,12.25,A1
15,0.0125,A,466.3,12.25,A1
15,0.0125,A,467.3,12.25,A1
15,0.0125,A,468.32,12.25,A1
15,0.0125,A,469.32,12.24,A1
15,0.0125,A,470.32,12.25,A1
15,0.0125,A,471.32,12.22,A1
15,0.0125,A,472.32,12.27,A1
15,0.0125,A,473.32,12.25,A1
15,0.0125,A,474.32,12.25,A1
15,0.0125,A,475.32,12.25,A1
15,0.0125,A,476.32,12.25,A1
15,0.0125,A,477.33,12.24,A1
15,0.0125,A,478.33,12.24,A1
15,0.0125,A,479.33,12.25,A1
15,0.0125,A,480.33,12.25,A1
15,0.0125,A,481.33,12.25,A1
15,0.0125,A,482.33,12.25,A1
15,0.0125,A,483.35,12.24,A1
15,0.0125,A,484.35,12.24,A1
15,0.0125,A,485.37,12.24,A1
15,0.0125,A,486.37,12.25,A1
15,0.0125,A,487.37,12.25,A1
15,0.0125,A,488.37,12.24,A1
15,0.0125,A,489.37,12.24,A1
15,0.0125,A,490.38,12.24,A1
15,0.0125,A,491.38,12.24,A1
15,0.0125,A,492.38,12.25,A1
15,0.0125,A,493.4,12.24,A1
15,0.0125,A,494.4,12.24,A1
15,0.0125,A,495.4,12.25,A1
15,0.0125,A,496.4,12.24,A1
15,0.0125,A,497.4,12.22,A1
15,0.0125,A,498.42,12.22,A1
15,0.0125,A,499.42,12.24,A1
15,0.0125,A,500.42,12.24,A1
15,0.0125,A,501.43,12.25,A1
15,0.0125,A,502.43,12.24,A1
15,0.0125,A,503.43,12.24,A1
15,0.0125,A,504.43,12.24,A1
15,0.0125,A,505.43,12.22,A1
15,0.0125,A,506.43,12.22,A1
15,0.0125,A,507.45,12.22,A1
15,0.0125,A,508.45,12.24,A1
15,0.0125,A,509.45,12.24,A1
15,0.0125,A,510.47,12.24,A1
15,0.0125,A,511.47,12.22,A1
15,0.0125,A,512.47,12.2,A1
15,0.0125,A,513.47,12.22,A1
15,0.0125,A,514.47,12.24,A1
15,0.0125,A,515.47,12.22,A1
15,0.0125,A,516.48,12.22,A1
15,0.0125,A,517.48,12.22,A1
15,0.0125,A,518.48,12.22,A1
15,0.0125,A,519.48,12.2,A1
15,0.0125,A,520.48,12.2,A1
15,0.0125,A,521.48,12.22,A1
15,0.0125,A,522.48,12.24,A1
15,0.0125,A,523.5,12.22,A1
15,0.0125,A,524.5,12.24,A1
15,0.0125,A,525.5,12.22,A1
15,0.0125,A,526.5,12.2,A1
15,0.0125,A,527.5,12.2,A1
15,0.0125,A,528.5,12.2,A1
15,0.0125,A,529.5,12.24,A1
15,0.0125,A,530.52,12.22,A1
15,0.0125,A,531.52,12.22,A1
15,0.0125,A,532.52,12.2,A1
15,0.0125,A,533.52,12.2,A1
15,0.0125,A,534.53,12.18,A1
15,0.0125,A,535.53,12.2,A1
15,0.0125,A,536.53,12.22,A1
15,0.0125,A,537.55,12.22,A1
15,0.0125,A,538.55,12.2,A1
15,0.0125,A,539.55,12.22,A1
15,0.0125,A,540.55,12.2,A1
15,0.0125,A,541.55,12.2,A1
15,0.0125,A,542.55,12.18,A1
15,0.0125,A,543.57,12.2,A1
15,0.0125,A,544.57,12.2,A1
15,0.0125,A,545.57,12.2,A1
15,0.0125,A,546.57,12.2,A1
15,0.0125,A,547.58,12.18,A1
15,0.0125,A,548.58,12.2,A1
15,0.0125,A,549.58,12.18,A1
15,0.0125,A,550.58,12.17,A1
15,0.0125,A,551.58,12.18,A1
15,0.0125,A,552.58,12.18,A1
15,0.0125,A,553.58,12.2,A1
15,0.0125,A,554.6,12.18,A1
15,0.0125,A,555.6,12.17,A1
15,0.0125,A,556.6,12.18,A1
15,0.0125,A,557.6,12.18,A1
15,0.0125,A,558.6,12.2,A1
15,0.0125,A,559.6,12.22,A1
15,0.0125,A,560.6,12.2,A1
15,0.0125,A,561.6,12.18,A1
15,0.0125,A,562.6,12.17,A1
15,0.0125,A,563.62,12.18,A1
15,0.0125,A,564.62,12.2,A1
15,0.0125,A,565.62,12.2,A1
15,0.0125,A,566.62,12.18,A1
15,0.0125,A,567.62,12.18,A1
15,0.0125,A,568.62,12.18,A1
15,0.0125,A,569.63,12.17,A1
15,0.0125,A,570.63,12.17,A1
15,0.0125,A,571.63,12.17,A1
15,0.0125,A,572.65,12.18,A1
15,0.0125,A,573.65,12.2,A1
15,0.0125,A,574.65,12.18,A1
15,0.0125,A,575.65,12.18,A1
15,0.0125,A,576.65,12.17,A1
15,0.0125,A,577.65,12.15,A1
15,0.0125,A,578.67,12.17,A1
15,0.0125,A,579.67,12.18,A1
15,0.0125,A,580.67,12.17,A1
15,0.0125,A,581.67,12.17,A1
15,0.0125,A,582.67,12.17,A1
15,0.0125,A,583.68,12.15,A1
15,0.0125,A,584.68,12.17,A1
15,0.0125,A,585.68,12.17,A1
15,0.0125,A,586.68,12.17,A1
15,0.0125,A,587.7,12.17,A1
15,0.0125,A,588.7,12.17,A1
15,0.0125,A,589.7,12.17,A1
15,0.0125,A,590.7,12.15,A1
15,0.0125,A,591.72,12.17,A1
15,0.0125,A,592.72,12.17,A1
15,0.0125,A,593.72,12.17,A1
15,0.0125,A,594.72,12.17,A1
15,0.0125,A,595.72,12.17,A1
15,0.0125,A,596.72,12.17,A1
15,0.0125,A,597.73,12.15,A1
15,0.0125,A,598.73,12.17,A1
15,0.0125,A,599.73,12.13,A1
15,0.0125,A,600.75,12.15,A1
15,0.0125,A,601.75,12.15,A1
15,0.0125,A,602.75,12.17,A1
15,0.0125,A,603.75,12.17,A1
15,0.0125,A,604.77,12.17,A1
15,0.0125,A,605.77,12.13,A1
15,0.0125,A,606.77,12.12,A1
15,0.0125,A,607.77,12.15,A1
15,0.0125,A,608.77,12.17,A1
15,0.0125,A,609.78,12.17,A1
15,0.0125,A,610.78,12.17,A1
15,0.0125,A,611.78,12.15,A1
15,0.0125,A,612.78,12.15,A1
15,0.0125,A,613.78,12.15,A1
15,0.0125,A,614.8,12.15,A1
15,0.0125,A,615.8,12.15,A1
15,0.0125,A,616.8,12.15,A1
15,0.0125,A,617.8,12.15,A1
15,0.0125,A,618.8,12.15,A1
15,0.0125,A,619.8,12.15,A1
15,0.0125,A,620.8,12.12,A1
15,0.0125,A,621.82,12.13,A1
15,0.0125,A,622.82,12.13,A1
15,0.0125,A,623.82,12.15,A1
15,0.0125,A,624.82,12.15,A1
15,0.0125,A,625.82,12.13,A1
15,0.0125,A,626.83,12.13,A1
15,0.0125,A,627.83,12.15,A1
15,0.0125,A,628.83,12.12,A1
15,0.0125,A,629.83,12.13,A1
15,0.0125,A,630.85,12.13,A1
15,0.0125,A,631.85,12.13,A1
15,0.0125,A,632.85,12.15,A1
15,0.0125,A,633.85,12.13,A1
15,0.0125,A,634.85,12.13,A1
15,0.0125,A,635.85,12.12,A1
15,0.0125,A,636.85,12.12,A1
15,0.0125,A,637.87,12.13,A1
15,0.0125,A,638.87,12.13,A1
15,0.0125,A,639.87,12.15,A1
15,0.0125,A,640.87,12.12,A1
15,0.0125,A,641.87,12.12,A1
15,0.0125,A,642.87,12.12,A1
15,0.0125,A,643.87,12.12,A1
15,0.0125,A,644.87,12.12,A1
15,0.0125,A,645.88,12.12,A1
15,0.0125,A,646.88,12.13,A1
15,0.0125,A,647.88,12.12,A1
15,0.0125,A,648.88,12.13,A1
15,0.0125,A,649.88,12.1,A1
15,0.0125,A,650.88,12.1,A1
15,0.0125,A,651.9,12.12,A1
15,0.0125,A,652.9,12.12,A1
15,0.0125,A,653.92,12.12,A1
15,0.0125,A,654.92,12.12,A1
15,0.0125,A,655.92,12.1,A1
15,0.0125,A,656.93,12.12,A1
15,0.0125,A,657.93,12.1,A1
15,0.0125,A,658.93,12.1,A1
15,0.0125,A,659.93,12.1,A1
15,0.0125,A,660.93,12.1,A1
15,0.0125,A,661.95,12.12,A1
15,0.0125,A,662.95,12.12,A1
15,0.0125,A,663.95,12.12,A1
15,0.0125,A,664.95,12.08,A1
15,0.0125,A,665.95,12.08,A1
15,0.0125,A,666.97,12.08,A1
15,0.0125,A,667.97,12.12,A1
15,0.0125,A,668.97,12.12,A1
15,0.0125,A,669.97,12.12,A1
15,0.0125,A,670.97,12.12,A1
15,0.0125,A,671.97,12.08,A1
15,0.0125,A,672.98,12.08,A1
15,0.0125,A,673.98,12.12,A1
15,0.0125,A,674.98,12.1,A1
15,0.0125,A,675.98,12.1,A1
15,0.0125,A,676.98,12.1,A1
15,0.0125,A,677.98,12.08,A1
15,0.0125,A,678.98,12.1,A1
15,0.0125,A,679.98,12.08,A1
15,0.0125,A,681.0,12.1,A1
15,0.0125,A,682.0,12.1,A1
15,0.0125,A,683.0,12.12,A1
15,0.0125,A,684.0,12.1,A1
15,0.0125,A,685.02,12.08,A1
15,0.0125,A,686.02,12.08,A1
15,0.0125,A,687.03,12.08,A1
15,0.0125,A,688.03,12.08,A1
15,0.0125,A,689.03,12.1,A1
15,0.0125,A,690.03,12.1,A1
15,0.0125,A,691.03,12.1,A1
15,0.0125,A,692.05,12.1,A1
15,0.0125,A,693.05,12.1,A1
15,0.0125,A,694.07,12.08,A1
15,0.0125,A,695.07,12.08,A1
15,0.0125,A,696.07,12.08,A1
15,0.0125,A,697.08,12.08,A1
15,0.0125,A,698.08,12.1,A1
15,0.0125,A,699.08,12.08,A1
