T,Dose,Replicate,Time,Oxygen,Well
15,0.2,A,105.23,12.63,A5
15,0.2,A,106.23,12.61,A5
15,0.2,A,107.23,12.61,A5
15,0.2,A,108.23,12.59,A5
15,0.2,A,109.25,12.59,A5
15,0.2,A,110.25,12.59,A5
15,0.2,A,111.27,12.59,A5
15,0.2,A,112.27,12.59,A5
15,0.2,A,113.27,12.59,A5
15,0.2,A,114.27,12.59,A5
15,0.2,A,115.27,12.58,A5
15,0.2,A,116.27,12.58,A5
15,0.2,A,117.28,12.59,A5
15,0.2,A,118.28,12.59,A5
15,0.2,A,119.28,12.59,A5
15,0.2,A,120.28,12.61,A5
15,0.2,A,121.28,12.61,A5
15,0.2,A,122.28,12.61,A5
15,0.2,A,123.28,12.59,A5
15,0.2,A,124.3,12.58,A5
15,0.2,A,125.3,12.59,A5
15,0.2,A,126.3,12.59,A5
15,0.2,A,127.3,12.58,A5
15,0.2,A,128.3,12.59,A5
15,0.2,A,129.32,12.58,A5
15,0.2,A,130.32,12.56,A5
15,0.2,A,131.32,12.58,A5
15,0.2,A,132.32,12.58,A5
15,0.2,A,133.32,12.58,A5
15,0.2,A,134.32,12.56,A5
15,0.2,A,135.33,12.58,A5
15,0.2,A,136.33,12.56,A5
15,0.2,A,137.33,12.54,A5
15,0.2,A,138.33,12.56,A5
15,0.2,A,139.33,12.56,A5
15,0.2,A,140.33,12.56,A5
15,0.2,A,141.33,12.59,A5
15,0.2,A,142.33,12.56,A5
15,0.2,A,143.33,12.54,A5
15,0.2,A,144.35,12.56,A5
15,0.2,A,145.35,12.56,A5
15,0.2,A,146.37,12.54,A5
15,0.2,A,147.37,12.56,A5
15,0.2,A,148.37,12.56,A5
15,0.2,A,149.37,12.54,A5
15,0.2,A,150.37,12.54,A5
15,0.2,A,151.38,12.54,A5
15,0.2,A,152.38,12.54,A5
15,0.2,A,153.38,12.52,A5
15,0.2,A,154.38,12.54,A5
15,0.2,A,155.38,12.52,A5
15,0.2,A,156.38,12.54,A5
15,0.2,A,157.38,12.52,A5
15,0.2,A,158.38,12.54,A5
15,0.2,A,159.38,12.52,A5
15,0.2,A,160.38,12.52,A5
15,0.2,A,161.38,12.54,A5
15,0.2,A,162.38,12.54,A5
15,0.2,A,163.4,12.52,A5
15,0.2,A,164.4,12.54,A5
15,0.2,A,165.4,12.52,A5
15,0.2,A,166.4,12.49,A5
15,0.2,A,167.4,12.52,A5
15,0.2,A,168.4,12.52,A5
15,0.2,A,169.4,12.52,A5
15,0.2,A,170.4,12.51,A5
15,0.2,A,171.4,12.51,A5
15,0.2,A,172.42,12.52,A5
15,0.2,A,173.42,12.51,A5
15,0.2,A,174.42,12.51,A5
15,0.2,A,175.42,12.52,A5
15,0.2,A,176.42,12.49,A5
15,0.2,A,177.43,12.51,A5
15,0.2,A,178.43,12.51,A5
15,0.2,A,179.43,12.51,A5
15,0.2,A,180.43,12.49,A5
15,0.2,A,181.43,12.49,A5
15,0.2,A,182.45,12.47,A5
15,0.2,A,183.45,12.49,A5
15,0.2,A,184.45,12.49,A5
15,0.2,A,185.45,12.51,A5
15,0.2,A,186.47,12.49,A5
15,0.2,A,187.47,12.49,A5
15,0.2,A,188.47,12.47,A5
15,0.2,A,189.47,12.47,A5
15,0.2,A,190.47,12.47,A5
15,0.2,A,191.48,12.47,A5
15,0.2,A,192.48,12.47,A5
15,0.2,A,193.48,12.51,A5
15,0.2,A,194.48,12.47,A5
15,0.2,A,195.48,12.46,A5
15,0.2,A,196.5,12.49,A5
15,0.2,A,197.52,12.47,A5
15,0.2,A,198.52,12.47,A5
15,0.2,A,199.52,12.49,A5
15,0.2,A,200.52,12.46,A5
15,0.2,A,201.52,12.47,A5
15,0.2,A,202.52,12.46,A5
15,0.2,A,203.53,12.47,A5
15,0.2,A,204.53,12.46,A5
15,0.2,A,205.53,12.44,A5
15,0.2,A,206.53,12.47,A5
15,0.2,A,207.53,12.47,A5
15,0.2,A,208.53,12.44,A5
15,0.2,A,209.55,12.46,A5
15,0.2,A,210.55,12.46,A5
15,0.2,A,211.55,12.46,A5
15,0.2,A,212.55,12.46,A5
15,0.2,A,213.55,12.44,A5
15,0.2,A,214.55,12.44,A5
15,0.2,A,215.55,12.46,A5
15,0.2,A,216.57,12.44,A5
15,0.2,A,217.57,12.46,A5
15,0.2,A,218.57,12.46,A5
15,0.2,A,219.57,12.44,A5
15,0.2,A,220.58,12.44,A5
15,0.2,A,221.58,12.47,A5
15,0.2,A,222.58,12.46,A5
15,0.2,A,223.58,12.44,A5
15,0.2,A,224.58,12.42,A5
15,0.2,A,225.58,12.44,A5
15,0.2,A,226.6,12.42,A5
15,0.2,A,227.6,12.44,A5
15,0.2,A,228.6,12.44,A5
15,0.2,A,229.6,12.44,A5
15,0.2,A,230.6,12.44,A5
15,0.2,A,231.6,12.44,A5
15,0.2,A,232.6,12.42,A5
15,0.2,A,233.6,12.42,A5
15,0.2,A,234.62,12.44,A5
15,0.2,A,235.62,12.42,A5
15,0.2,A,236.62,12.44,A5
15,0.2,A,237.63,12.42,A5
15,0.2,A,238.63,12.42,A5
15,0.2,A,239.65,12.42,A5
15,0.2,A,240.65,12.42,A5
15,0.2,A,241.65,12.4,A5
15,0.2,A,242.65,12.4,A5
15,0.2,A,243.67,12.4,A5
15,0.2,A,244.67,12.4,A5
15,0.2,A,245.67,12.42,A5
15,0.2,A,246.67,12.4,A5
15,0.2,A,247.68,12.4,A5
15,0.2,A,248.68,12.4,A5
15,0.2,A,249.68,12.42,A5
15,0.2,A,250.68,12.4,A5
15,0.2,A,251.68,12.42,A5
15,0.2,A,252.68,12.4,A5
15,0.2,A,253.68,12.42,A5
15,0.2,A,254.7,12.42,A5
15,0.2,A,255.7,12.4,A5
15,0.2,A,256.7,12.4,A5
15,0.2,A,257.7,12.4,A5
15,0.2,A,258.7,12.39,A5
15,0.2,A,259.72,12.4,A5
15,0.2,A,260.72,12.4,A5
15,0.2,A,261.72,12.37,A5
15,0.2,A,262.73,12.35,A5
15,0.2,A,263.73,12.39,A5
15,0.2,A,264.73,12.4,A5
15,0.2,A,265.73,12.4,A5
15,0.2,A,266.73,12.39,A5
15,0.2,A,267.73,12.39,A5
15,0.2,A,268.73,12.37,A5
15,0.2,A,269.73,12.37,A5
15,0.2,A,270.75,12.39,A5
15,0.2,A,271.75,12.37,A5
15,0.2,A,272.75,12.39,A5
15,0.2,A,273.75,12.37,A5
15,0.2,A,274.75,12.39,A5
15,0.2,A,275.75,12.39,A5
15,0.2,A,276.75,12.4,A5
15,0.2,A,277.77,12.37,A5
15,0.2,A,278.77,12.39,A5
15,0.2,A,279.77,12.37,A5
15,0.2,A,280.77,12.37,A5
15,0.2,A,281.77,12.39,A5
15,0.2,A,282.77,12.35,A5
15,0.2,A,283.77,12.37,A5
15,0.2,A,284.77,12.39,A5
15,0.2,A,285.77,12.37,A5
15,0.2,A,286.78,12.39,A5
15,0.2,A,287.78,12.35,A5
15,0.2,A,288.78,12.34,A5
15,0.2,A,289.78,12.35,A5
15,0.2,A,290.78,12.37,A5
15,0.2,A,291.78,12.35,A5
15,0.2,A,292.8,12.37,A5
15,0.2,A,293.8,12.39,A5
15,0.2,A,294.8,12.37,A5
15,0.2,A,295.8,12.37,A5
15,0.2,A,296.8,12.35,A5
15,0.2,A,297.8,12.35,A5
15,0.2,A,298.8,12.35,A5
15,0.2,A,299.8,12.37,A5
15,0.2,A,300.82,12.37,A5
15,0.2,A,301.82,12.37,A5
15,0.2,A,302.83,12.35,A5
15,0.2,A,303.83,12.34,A5
15,0.2,A,304.85,12.32,A5
15,0.2,A,305.85,12.32,A5
15,0.2,A,306.85,12.35,A5
15,0.2,A,307.85,12.35,A5
15,0.2,A,308.85,12.37,A5
15,0.2,A,309.85,12.35,A5
15,0.2,A,310.87,12.35,A5
15,0.2,A,311.87,12.34,A5
15,0.2,A,312.87,12.34,A5
15,0.2,A,313.87,12.34,A5
15,0.2,A,314.87,12.35,A5
15,0.2,A,315.87,12.35,A5
15,0.2,A,316.87,12.34,A5
15,0.2,A,317.87,12.34,A5
15,0.2,A,318.88,12.32,A5
15,0.2,A,319.88,12.34,A5
15,0.2,A,320.88,12.34,A5
15,0.2,A,321.88,12.32,A5
15,0.2,A,322.88,12.34,A5
15,0.2,A,323.88,12.34,A5
15,0.2,A,324.9,12.34,A5
15,0.2,A,325.9,12.32,A5
15,0.2,A,326.9,12.32,A5
15,0.2,A,327.92,12.35,A5
15,0.2,A,328.92,12.32,A5
15,0.2,A,329.92,12.34,A5
15,0.2,A,330.92,12.32,A5
15,0.2,A,331.92,12.32,A5
15,0.2,A,332.93,12.3,A5
15,0.2,A,333.93,12.32,A5
15,0.2,A,334.93,12.32,A5
15,0.2,A,335.93,12.32,A5
15,0.2,A,336.93,12.32,A5
15,0.2,A,337.93,12.34,A5
15,0.2,A,338.93,12.32,A5
15,0.2,A,339.95,12.32,A5
15,0.2,A,340.95,12.3,A5
15,0.2,A,341.95,12.3,A5
15,0.2,A,342.95,12.34,A5
15,0.2,A,343.95,12.32,A5
15,0.2,A,344.95,12.34,A5
15,0.2,A,345.97,12.3,A5
15,0.2,A,346.97,12.3,A5
15,0.2,A,347.97,12.3,A5
15,0.2,A,348.97,12.32,A5
15,0.2,A,349.98,12.32,A5
15,0.2,A,350.98,12.3,A5
15,0.2,A,351.98,12.32,A5
15,0.2,A,352.98,12.3,A5
15,0.2,A,353.98,12.29,A5
15,0.2,A,354.98,12.29,A5
15,0.2,A,355.98,12.29,A5
15,0.2,A,356.98,12.3,A5
15,0.2,A,358.0,12.29,A5
15,0.2,A,359.0,12.29,A5
15,0.2,A,360.0,12.29,A5
15,0.2,A,361.0,12.29,A5
15,0.2,A,362.0,12.29,A5
15,0.2,A,363.0,12.3,A5
15,0.2,A,364.0,12.29,A5
15,0.2,A,365.02,12.29,A5
15,0.2,A,366.02,12.3,A5
15,0.2,A,367.02,12.29,A5
15,0.2,A,368.02,12.29,A5
15,0.2,A,369.02,12.27,A5
15,0.2,A,370.03,12.29,A5
15,0.2,A,371.03,12.29,A5
15,0.2,A,372.03,12.27,A5
15,0.2,A,373.03,12.29,A5
15,0.2,A,374.03,12.29,A5
15,0.2,A,375.03,12.29,A5
15,0.2,A,376.03,12.27,A5
15,0.2,A,377.03,12.29,A5
15,0.2,A,378.05,12.27,A5
15,0.2,A,379.05,12.29,A5
15,0.2,A,380.05,12.29,A5
15,0.2,A,381.07,12.27,A5
15,0.2,A,382.07,12.27,A5
15,0.2,A,383.07,12.29,A5
15,0.2,A,384.07,12.25,A5
15,0.2,A,385.07,12.27,A5
15,0.2,A,386.07,12.29,A5
15,0.2,A,387.08,12.27,A5
15,0.2,A,388.08,12.29,A5
15,0.2,A,389.08,12.27,A5
15,0.2,A,390.08,12.25,A5
15,0.2,A,391.08,12.27,A5
15,0.2,A,392.08,12.29,A5
15,0.2,A,393.08,12.25,A5
15,0.2,A,394.1,12.25,A5
15,0.2,A,395.1,12.29,A5
15,0.2,A,396.1,12.29,A5
15,0.2,A,397.1,12.27,A5
15,0.2,A,398.1,12.25,A5
15,0.2,A,399.1,12.25,A5
15,0.2,A,400.12,12.27,A5
15,0.2,A,401.12,12.27,A5
15,0.2,A,402.12,12.27,A5
15,0.2,A,403.12,12.25,A5
15,0.2,A,404.12,12.25,A5
15,0.2,A,405.12,12.25,A5
15,0.2,A,406.13,12.24,A5
15,0.2,A,407.13,12.25,A5
15,0.2,A,408.13,12.25,A5
15,0.2,A,409.13,12.25,A5
15,0.2,A,410.13,12.24,A5
15,0.2,A,411.13,12.25,A5
15,0.2,A,412.13,12.24,A5
15,0.2,A,413.15,12.25,A5
15,0.2,A,414.15,12.24,A5
15,0.2,A,415.15,12.25,A5
15,0.2,A,416.15,12.24,A5
15,0.2,A,417.15,12.24,A5
15,0.2,A,418.15,12.24,A5
15,0.2,A,419.17,12.22,A5
15,0.2,A,420.17,12.24,A5
15,0.2,A,421.17,12.24,A5
15,0.2,A,422.17,12.24,A5
15,0.2,A,423.18,12.24,A5
15,0.2,A,424.18,12.24,A5
15,0.2,A,425.18,12.22,A5
15,0.2,A,426.18,12.22,A5
15,0.2,A,427.18,12.22,A5
15,0.2,A,428.18,12.24,A5
15,0.2,A,429.2,12.2,A5
15,0.2,A,430.2,12.22,A5
15,0.2,A,431.2,12.22,A5
15,0.2,A,432.2,12.22,A5
15,0.2,A,433.2,12.22,A5
15,0.2,A,434.2,12.22,A5
15,0.2,A,435.2,12.22,A5
15,0.2,A,436.22,12.24,A5
15,0.2,A,437.22,12.22,A5
15,0.2,A,438.22,12.24,A5
15,0.2,A,439.22,12.2,A5
15,0.2,A,440.22,12.18,A5
15,0.2,A,441.23,12.22,A5
15,0.2,A,442.23,12.22,A5
15,0.2,A,443.23,12.24,A5
15,0.2,A,444.23,12.22,A5
15,0.2,A,445.23,12.22,A5
15,0.2,A,446.23,12.18,A5
15,0.2,A,447.23,12.2,A5
15,0.2,A,448.25,12.2,A5
15,0.2,A,449.25,12.2,A5
15,0.2,A,450.25,12.2,A5
15,0.2,A,451.25,12.2,A5
15,0.2,A,452.25,12.22,A5
15,0.2,A,453.27,12.22,A5
15,0.2,A,454.27,12.2,A5
15,0.2,A,455.27,12.22,A5
15,0.2,A,456.27,12.22,A5
15,0.2,A,457.27,12.2,A5
15,0.2,A,458.27,12.2,A5
15,0.2,A,459.27,12.2,A5
15,0.2,A,460.27,12.2,A5
15,0.2,A,461.27,12.2,A5
15,0.2,A,462.28,12.2,A5
15,0.2,A,463.28,12.2,A5
15,0.2,A,464.3,12.18,A5
15,0.2,A,465.3,12.2,A5
15,0.2,A,466.3,12.2,A5
15,0.2,A,467.3,12.2,A5
15,0.2,A,468.32,12.18,A5
15,0.2,A,469.32,12.17,A5
15,0.2,A,470.32,12.18,A5
15,0.2,A,471.32,12.17,A5
15,0.2,A,472.32,12.18,A5
15,0.2,A,473.32,12.18,A5
15,0.2,A,474.32,12.18,A5
15,0.2,A,475.32,12.2,A5
15,0.2,A,476.32,12.18,A5
15,0.2,A,477.33,12.17,A5
15,0.2,A,478.33,12.18,A5
15,0.2,A,479.33,12.18,A5
15,0.2,A,480.33,12.18,A5
15,0.2,A,481.33,12.18,A5
15,0.2,A,482.33,12.2,A5
15,0.2,A,483.35,12.15,A5
15,0.2,A,484.35,12.18,A5
15,0.2,A,485.37,12.17,A5
15,0.2,A,486.37,12.18,A5
15,0.2,A,487.37,12.18,A5
15,0.2,A,488.37,12.2,A5
15,0.2,A,489.37,12.18,A5
15,0.2,A,490.38,12.17,A5
15,0.2,A,491.38,12.17,A5
15,0.2,A,492.38,12.17,A5
15,0.2,A,493.4,12.18,A5
15,0.2,A,494.4,12.18,A5
15,0.2,A,495.4,12.18,A5
15,0.2,A,496.4,12.17,A5
15,0.2,A,497.4,12.18,A5
15,0.2,A,498.42,12.17,A5
15,0.2,A,499.42,12.17,A5
15,0.2,A,500.42,12.17,A5
15,0.2,A,501.43,12.17,A5
15,0.2,A,502.43,12.17,A5
15,0.2,A,503.43,12.18,A5
15,0.2,A,504.43,12.18,A5
15,0.2,A,505.43,12.15,A5
15,0.2,A,506.43,12.15,A5
15,0.2,A,507.45,12.17,A5
15,0.2,A,508.45,12.18,A5
15,0.2,A,509.45,12.17,A5
15,0.2,A,510.47,12.17,A5
15,0.2,A,511.47,12.15,A5
15,0.2,A,512.47,12.17,A5
15,0.2,A,513.47,12.17,A5
15,0.2,A,514.47,12.18,A5
15,0.2,A,515.47,12.15,A5
15,0.2,A,516.48,12.15,A5
15,0.2,A,517.48,12.18,A5
15,0.2,A,518.48,12.13,A5
15,0.2,A,519.48,12.17,A5
15,0.2,A,520.48,12.17,A5
15,0.2,A,521.48,12.17,A5
15,0.2,A,522.48,12.17,A5
15,0.2,A,523.5,12.17,A5
15,0.2,A,524.5,12.17,A5
15,0.2,A,525.5,12.17,A5
15,0.2,A,526.5,12.15,A5
15,0.2,A,527.5,12.15,A5
15,0.2,A,528.5,12.15,A5
15,0.2,A,529.5,12.15,A5
15,0.2,A,530.52,12.15,A5
15,0.2,A,531.52,12.17,A5
15,0.2,A,532.52,12.13,A5
15,0.2,A,533.52,12.13,A5
15,0.2,A,534.53,12.13,A5
15,0.2,A,535.53,12.15,A5
15,0.2,A,536.53,12.15,A5
15,0.2,A,537.55,12.15,A5
15,0.2,A,538.55,12.15,A5
15,0.2,A,539.55,12.13,A5
15,0.2,A,540.55,12.15,A5
15,0.2,A,541.55,12.15,A5
15,0.2,A,542.55,12.15,A5
15,0.2,A,543.57,12.15,A5
15,0.2,A,544.57,12.13,A5
15,0.2,A,545.57,12.13,A5
15,0.2,A,546.57,12.13,A5
15,0.2,A,547.58,12.13,A5
15,0.2,A,548.58,12.15,A5
15,0.2,A,549.58,12.12,A5
15,0.2,A,550.58,12.12,A5
15,0.2,A,551.58,12.13,A5
15,0.2,A,552.58,12.13,A5
15,0.2,A,553.58,12.13,A5
15,0.2,A,554.6,12.15,A5
15,0.2,A,555.6,12.12,A5
15,0.2,A,556.6,12.13,A5
15,0.2,A,557.6,12.12,A5
15,0.2,A,558.6,12.13,A5
15,0.2,A,559.6,12.13,A5
15,0.2,A,560.6,12.13,A5
15,0.2,A,561.6,12.13,A5
15,0.2,A,562.6,12.12,A5
15,0.2,A,563.62,12.12,A5
15,0.2,A,564.62,12.13,A5
15,0.2,A,565.62,12.13,A5
15,0.2,A,566.62,12.13,A5
15,0.2,A,567.62,12.13,A5
15,0.2,A,568.62,12.12,A5
15,0.2,A,569.63,12.12,A5
15,0.2,A,570.63,12.1,A5
15,0.2,A,571.63,12.12,A5
15,0.2,A,572.65,12.1,A5
15,0.2,A,573.65,12.12,A5
15,0.2,A,574.65,12.12,A5
15,0.2,A,575.65,12.12,A5
15,0.2,A,576.65,12.1,A5
15,0.2,A,577.65,12.1,A5
15,0.2,A,578.67,12.12,A5
15,0.2,A,579.67,12.12,A5
15,0.2,A,580.67,12.12,A5
15,0.2,A,581.67,12.1,A5
15,0.2,A,582.67,12.12,A5
15,0.2,A,583.68,12.12,A5
15,0.2,A,584.68,12.12,A5
15,0.2,A,585.68,12.1,A5
15,0.2,A,586.68,12.1,A5
15,0.2,A,587.7,12.1,A5
15,0.2,A,588.7,12.12,A5
15,0.2,A,589.7,12.1,A5
15,0.2,A,590.7,12.1,A5
15,0.2,A,591.72,12.12,A5
15,0.2,A,592.72,12.12,A5
15,0.2,A,593.72,12.1,A5
15,0.2,A,594.72,12.1,A5
15,0.2,A,595.72,12.1,A5
15,0.2,A,596.72,12.1,A5
15,0.2,A,597.73,12.08,A5
15,0.2,A,598.73,12.1,A5
15,0.2,A,599.73,12.1,A5
15,0.2,A,600.75,12.08,A5
15,0.2,A,601.75,12.1,A5
15,0.2,A,602.75,12.08,A5
15,0.2,A,603.75,12.08,A5
15,0.2,A,604.77,12.1,A5
15,0.2,A,605.77,12.08,A5
15,0.2,A,606.77,12.07,A5
15,0.2,A,607.77,12.08,A5
15,0.2,A,608.77,12.1,A5
15,0.2,A,609.78,12.08,A5
15,0.2,A,610.78,12.08,A5
15,0.2,A,611.78,12.07,A5
15,0.2,A,612.78,12.1,A5
15,0.2,A,613.78,12.08,A5
15,0.2,A,614.8,12.08,A5
15,0.2,A,615.8,12.08,A5
15,0.2,A,616.8,12.08,A5
15,0.2,A,617.8,12.08,A5
15,0.2,A,618.8,12.08,A5
15,0.2,A,619.8,12.08,A5
15,0.2,A,620.8,12.07,A5
15,0.2,A,621.82,12.08,A5
15,0.2,A,622.82,12.08,A5
15,0.2,A,623.82,12.07,A5
15,0.2,A,624.82,12.08,A5
15,0.2,A,625.82,12.08,A5
15,0.2,A,626.83,12.05,A5
15,0.2,A,627.83,12.08,A5
15,0.2,A,628.83,12.07,A5
15,0.2,A,629.83,12.05,A5
15,0.2,A,630.85,12.07,A5
15,0.2,A,631.85,12.08,A5
15,0.2,A,632.85,12.08,A5
15,0.2,A,633.85,12.07,A5
15,0.2,A,634.85,12.07,A5
15,0.2,A,635.85,12.07,A5
15,0.2,A,636.85,12.05,A5
15,0.2,A,637.87,12.07,A5
15,0.2,A,638.87,12.07,A5
15,0.2,A,639.87,12.07,A5
15,0.2,A,640.87,12.05,A5
15,0.2,A,641.87,12.05,A5
15,0.2,A,642.87,12.05,A5
15,0.2,A,643.87,12.05,A5
15,0.2,A,644.87,12.07,A5
15,0.2,A,645.88,12.05,A5
15,0.2,A,646.88,12.07,A5
15,0.2,A,647.88,12.07,A5
15,0.2,A,648.88,12.07,A5
15,0.2,A,649.88,12.05,A5
15,0.2,A,650.88,12.03,A5
15,0.2,A,651.9,12.03,A5
15,0.2,A,652.9,12.05,A5
15,0.2,A,653.92,12.03,A5
15,0.2,A,654.92,12.07,A5
15,0.2,A,655.92,12.03,A5
15,0.2,A,656.93,12.03,A5
15,0.2,A,657.93,12.05,A5
15,0.2,A,658.93,12.03,A5
15,0.2,A,659.93,12.03,A5
15,0.2,A,660.93,12.05,A5
15,0.2,A,661.95,12.03,A5
15,0.2,A,662.95,12.05,A5
15,0.2,A,663.95,12.05,A5
15,0.2,A,664.95,12.0,A5
15,0.2,A,665.95,12.03,A5
15,0.2,A,666.97,12.03,A5
15,0.2,A,667.97,12.05,A5
15,0.2,A,668.97,12.03,A5
15,0.2,A,669.97,12.05,A5
15,0.2,A,670.97,12.03,A5
15,0.2,A,671.97,12.03,A5
15,0.2,A,672.98,12.03,A5
15,0.2,A,673.98,12.05,A5
15,0.2,A,674.98,12.05,A5
15,0.2,A,675.98,12.02,A5
15,0.2,A,676.98,12.05,A5
15,0.2,A,677.98,12.03,A5
15,0.2,A,678.98,12.05,A5
15,0.2,A,679.98,12.02,A5
15,0.2,A,681.0,12.03,A5
15,0.2,A,682.0,12.02,A5
15,0.2,A,683.0,12.03,A5
15,0.2,A,684.0,12.03,A5
15,0.2,A,685.02,12.03,A5
15,0.2,A,686.02,12.02,A5
15,0.2,A,687.03,12.02,A5
15,0.2,A,688.03,12.03,A5
15,0.2,A,689.03,12.03,A5
15,0.2,A,690.03,12.03,A5
15,0.2,A,691.03,12.03,A5
15,0.2,A,692.05,12.03,A5
15,0.2,A,693.05,12.05,A5
15,0.2,A,694.07,12.0,A5
15,0.2,A,695.07,12.02,A5
15,0.2,A,696.07,12.02,A5
15,0.2,A,697.08,12.0,A5
15,0.2,A,698.08,12.02,A5
15,0.2,A,699.08,12.0,A5
15,0.2,A,700.1,12.02,A5
15,0.2,A,701.1,12.02,A5
15,0.2,A,702.1,12.02,A5
15,0.2,A,703.1,12.03,A5
15,0.2,A,704.1,12.02,A5
15,0.2,A,705.1,12.02,A5
15,0.2,A,706.1,12.02,A5
15,0.2,A,707.12,12.02,A5
15,0.2,A,708.12,12.03,A5
15,0.2,A,709.12,12.02,A5
15,0.2,A,710.12,12.0,A5
15,0.2,A,711.12,11.98,A5
15,0.2,A,712.13,12.0,A5
15,0.2,A,713.13,12.0,A5
15,0.2,A,714.13,12.03,A5
15,0.2,A,715.13,12.0,A5
15,0.2,A,716.15,12.0,A5
15,0.2,A,717.15,12.0,A5
15,0.2,A,718.17,11.98,A5
15,0.2,A,719.17,12.0,A5
15,0.2,A,720.17,12.02,A5
15,0.2,A,721.17,12.0,A5
15,0.2,A,722.17,12.02,A5
15,0.2,A,723.18,12.0,A5
15,0.2,A,724.18,11.98,A5
15,0.2,A,725.18,12.0,A5
15,0.2,A,726.18,11.98,A5
15,0.2,A,727.18,12.0,A5
15,0.2,A,728.18,12.0,A5
15,0.2,A,729.2,12.0,A5
15,0.2,A,730.2,12.02,A5
15,0.2,A,731.2,11.97,A5
15,0.2,A,732.2,11.98,A5
15,0.2,A,733.2,11.97,A5
15,0.2,A,734.22,11.98,A5
15,0.2,A,735.22,11.98,A5
15,0.2,A,736.22,11.98,A5
15,0.2,A,737.22,11.98,A5
15,0.2,A,738.23,11.95,A5
15,0.2,A,739.23,11.97,A5
15,0.2,A,740.23,11.98,A5
15,0.2,A,741.23,11.98,A5
15,0.2,A,742.23,12.0,A5
15,0.2,A,743.25,11.97,A5
15,0.2,A,744.25,11.98,A5
15,0.2,A,745.25,11.98,A5
15,0.2,A,746.25,11.98,A5
15,0.2,A,747.25,12.0,A5
15,0.2,A,748.27,11.98,A5
15,0.2,A,749.27,12.0,A5
15,0.2,A,750.27,12.0,A5
15,0.2,A,751.27,12.0,A5
15,0.2,A,752.27,11.97,A5
15,0.2,A,753.27,11.98,A5
15,0.2,A,754.27,11.97,A5
15,0.2,A,755.28,11.98,A5
15,0.2,A,756.28,11.98,A5
15,0.2,A,757.28,12.0,A5
15,0.2,A,758.28,11.97,A5
15,0.2,A,759.3,11.95,A5
15,0.2,A,760.3,11.97,A5
15,0.2,A,761.3,11.98,A5
15,0.2,A,762.3,11.98,A5
15,0.2,A,763.3,11.97,A5
15,0.2,A,764.3,11.95,A5
15,0.2,A,765.3,11.97,A5
15,0.2,A,766.3,11.98,A5
15,0.2,A,767.3,11.95,A5
15,0.2,A,768.3,11.95,A5
15,0.2,A,769.32,11.98,A5
15,0.2,A,770.32,11.95,A5
15,0.2,A,771.32,11.97,A5
15,0.2,A,772.33,11.95,A5
15,0.2,A,773.33,11.97,A5
15,0.2,A,774.33,11.95,A5
15,0.2,A,775.33,11.95,A5
15,0.2,A,776.35,11.95,A5
15,0.2,A,777.35,11.95,A5
15,0.2,A,778.35,11.97,A5
15,0.2,A,779.35,11.97,A5
15,0.2,A,780.37,11.95,A5
15,0.2,A,781.37,11.95,A5
15,0.2,A,782.37,11.97,A5
15,0.2,A,783.37,11.95,A5
15,0.2,A,784.37,11.92,A5
15,0.2,A,785.37,11.97,A5
15,0.2,A,786.38,11.95,A5
15,0.2,A,787.38,11.95,A5
15,0.2,A,788.38,11.97,A5
15,0.2,A,789.38,11.92,A5
15,0.2,A,790.38,11.93,A5
15,0.2,A,791.4,11.93,A5
15,0.2,A,792.4,11.95,A5
15,0.2,A,793.4,11.95,A5
15,0.2,A,794.4,11.97,A5
15,0.2,A,795.4,11.93,A5
15,0.2,A,796.4,11.95,A5
15,0.2,A,797.4,11.93,A5
15,0.2,A,798.42,11.93,A5
15,0.2,A,799.42,11.95,A5
15,0.2,A,800.43,11.92,A5
15,0.2,A,801.43,11.93,A5
15,0.2,A,802.45,11.95,A5
15,0.2,A,803.45,11.93,A5
15,0.2,A,804.45,11.93,A5
15,0.2,A,805.45,11.93,A5
15,0.2,A,806.45,11.93,A5
15,0.2,A,807.45,11.93,A5
15,0.2,A,808.45,11.93,A5
15,0.2,A,809.45,11.93,A5
15,0.2,A,810.47,11.93,A5
15,0.2,A,811.47,11.93,A5
15,0.2,A,812.47,11.93,A5
15,0.2,A,813.47,11.93,A5
15,0.2,A,814.47,11.93,A5
15,0.2,A,815.47,11.93,A5
15,0.2,A,816.48,11.93,A5
15,0.2,A,817.48,11.93,A5
15,0.2,A,818.48,11.92,A5
15,0.2,A,819.48,11.92,A5
15,0.2,A,820.48,11.93,A5
15,0.2,A,821.48,11.93,A5
15,0.2,A,822.48,11.93,A5
15,0.2,A,823.48,11.93,A5
15,0.2,A,824.48,11.93,A5
15,0.2,A,825.5,11.92,A5
15,0.2,A,826.5,11.92,A5
15,0.2,A,827.5,11.93,A5
15,0.2,A,828.5,11.92,A5
15,0.2,A,829.5,11.92,A5
15,0.2,A,830.5,11.92,A5
15,0.2,A,831.5,11.93,A5
15,0.2,A,832.5,11.92,A5
15,0.2,A,833.5,11.92,A5
15,0.2,A,834.5,11.92,A5
15,0.2,A,835.5,11.9,A5
15,0.2,A,836.52,11.92,A5
15,0.2,A,837.52,11.92,A5
15,0.2,A,838.52,11.92,A5
15,0.2,A,839.52,11.9,A5
15,0.2,A,840.52,11.9,A5
15,0.2,A,841.53,11.92,A5
